Bank,Specialisation,Country,Year,Loans,Assets,Exposure_app,Exposure_pepp,GovSec,GovSec_over_A,Loans_G,Loans_G_H,L_over_A,L_over_A_G,L_over_A_G_H,ROA,Deposits_over_A,Equity_over_A,treat_50,treat_75,treat_50_pepp,treat_75_pepp,app_dummy,pepp_dummy
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2014,4940494,9810060,6.719306508,6.155633764,659168,6.719306508,1.630487927,1.089929667,50.36150645,0.170245318,0.225873382,0.179458637,65.16808256,9.224021056,1,0,1,1,0,0
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2015,5243030,9889964,6.719306508,6.155633764,479827,4.851655678,5.943424929,4.000735783,53.0136409,2.652134445,3.450230481,0.179211977,65.22244166,9.834262289,1,0,1,1,1,0
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2016,5388090,10151148,6.719306508,6.155633764,548832,5.406600318,2.729138671,1.827625416,53.07862717,0.064986267,0.081689319,0.175290519,65.11978744,10.74163237,1,0,1,1,1,0
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2017,5701557,10372110,6.719306508,6.155633764,600185,5.786527524,5.654833324,3.804733623,54.97007841,1.891451246,2.347772056,0.172269673,65.9166939,11.16712993,1,0,1,1,1,0
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2018,5776132,10547715,6.719306508,6.155633764,605696,5.742438054,1.299495908,0.868198756,54.76192711,-0.208151303,-0.252760983,0.169913578,67.56888103,11.6251719,1,0,1,1,1,0
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2019,6101407,10879156,6.719306508,6.155633764,669681,6.155633764,5.478514581,3.685069241,56.08345905,1.321531938,1.595982584,0.164994417,68.40006706,11.85882434,1,0,1,1,0,0
KREISSPARKASSE LUDWIGSBURG,Savings bank,DE,2020,6221216,11501091,6.719306508,6.155633764,780312,6.78467808,1.944598572,1.300573219,54.09239871,-1.991060335,-2.395126329,0.156124319,69.40158112,11.84318949,1,0,1,1,0,1
KREISSPARKASSE MELLE,Savings bank,DE,2012,799331,1148332,2.238512328,3.000023786,34530,3.00697011,2.63907224,1.76705123,69.60800535,4.581631862,4.589416606,0.198548852,66.74768273,10.55635478,0,0,1,0,0,0
KREISSPARKASSE MELLE,Savings bank,DE,2013,815038,1127821,2.238512328,3.000023786,26017,2.306837699,1.94596101,1.301487343,72.26660968,2.658604333,2.514253255,0.200120409,69.94132934,10.99287919,0,0,1,0,0,0
KREISSPARKASSE MELLE,Savings bank,DE,2014,810654,1133476,2.238512328,3.000023786,25373,2.238512328,-0.539340862,-0.359236786,71.5192911,-0.747318583,-0.691793473,0.204944789,71.94594328,11.18709174,0,0,1,0,0,0
KREISSPARKASSE MELLE,Savings bank,DE,2015,866454,1190119,2.238512328,3.000023786,40532,3.405709849,6.656769132,4.48595967,72.80398011,1.284689005,1.190394509,0.187628296,73.61423522,10.87714758,0,0,1,0,1,0
KREISSPARKASSE MELLE,Savings bank,DE,2016,914165,1203122,2.238512328,3.000023786,30677,2.549782981,5.360205971,3.604811805,75.98273492,3.178754812,2.869032754,0.173880953,72.29790495,10.98001699,0,0,1,0,1,0
KREISSPARKASSE MELLE,Savings bank,DE,2017,951650,1274151,2.238512328,3.000023786,45398,3.56299999,4.018623981,2.696781991,74.68894974,-1.293785178,-1.141636841,0.171408255,72.15683227,10.73240142,0,0,1,0,1,0
KREISSPARKASSE MELLE,Savings bank,DE,2018,1008619,1322105,2.238512328,3.000023786,40361,3.052783251,5.814002732,3.912814883,76.28887267,1.599922929,1.417951712,0.044096346,71.24124029,11.86206844,0,0,1,0,1,0
KREISSPARKASSE MELLE,Savings bank,DE,2019,1048083,1345356,2.238512328,3.000023786,40361,3.000023786,3.838071276,2.574868994,77.90376674,1.614894066,1.401321999,0.082803362,71.08936222,11.89595914,0,0,1,0,0,0
KREISSPARKASSE MELLE,Savings bank,DE,2020,1126330,1499615,2.238512328,3.000023786,40263,2.684889122,7.200177837,4.856297727,75.10794437,-2.795822363,-2.421511446,0.045078237,70.82811255,10.71741747,0,0,1,0,0,1
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2012,6166518,9926362,0.500740198,8.920656597,51028,0.514065475,6.391696962,4.305531687,62.12263869,3.322210301,3.697023912,0.280868258,81.2100143,6.636671119,0,0,1,1,0,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2013,6496736,9891297,0.500740198,8.920656597,51187,0.517495329,5.216556192,3.507403064,65.68133582,3.558697138,3.747444424,0.289041973,82.35921942,7.15143828,0,0,1,1,0,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2014,6998964,10222267,0.500740198,8.920656597,51187,0.500740198,7.446224117,5.024180145,68.46782617,2.786490343,2.788853927,0.220401208,83.42689542,7.316380995,0,0,1,1,0,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2015,7338983,10722908,0.500740198,8.920656597,975829,9.100413806,4.743813907,3.187143631,68.44209612,-0.02573005,-0.025056317,0.199106436,81.53225785,7.37439881,0,0,1,1,1,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2016,7801166,10973511,0.500740198,8.920656597,1053192,9.597584583,6.107293253,4.112107176,71.09088422,2.648788103,2.547216857,0.195379583,85.08468256,7.893462721,0,0,1,1,1,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2017,7857503,10884544,0.500740198,8.920656597,1143913,10.50951698,0.719566179,0.480284708,72.18954694,1.098662718,1.025009075,0.247047557,85.66903676,8.480649258,0,0,1,1,1,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2018,7988788,11461521,0.500740198,8.920656597,1212458,10.57850873,1.657018717,1.107712968,69.70094109,-2.488605851,-2.324930348,0.263926577,85.97891152,8.492153877,0,0,1,1,1,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2019,8466013,12488083,0.500740198,8.920656597,1114019,8.920656597,5.802061899,3.904704829,67.79273488,-1.908206206,-1.841945735,0.2447133,83.26188255,8.214951806,0,0,1,1,0,0
KREISSPARKASSE MUENCHEN STARNBERG EBERSBERG,Savings bank,DE,2020,8891596,12533780,0.500740198,8.920656597,788372,6.289977964,4.904688332,3.296075198,70.94105689,3.148322006,3.048830634,0.191283077,83.61826999,8.495960516,0,0,1,1,0,1
KREISSPARKASSE OSTALB,Savings bank,DE,2012,2789610,4606640,0.848253026,3.292522766,10272,0.222982477,5.06710656,3.406107472,60.55628397,3.193421734,3.643753015,0.095839918,71.1486463,7.024903183,0,0,1,0,0,0
KREISSPARKASSE OSTALB,Savings bank,DE,2013,2839252,4611169,0.848253026,3.292522766,10272,0.222763468,1.763883608,1.179358915,61.57336675,1.017082781,1.113476834,0.100083081,72.4251269,7.942259327,0,0,1,0,0,0
KREISSPARKASSE OSTALB,Savings bank,DE,2014,2871455,4717814,0.848253026,3.292522766,40019,0.848253026,1.127823275,0.753290162,60.86409935,-0.709267406,-0.770897447,0.104158409,73.11485786,8.052924511,0,0,1,0,0,0
KREISSPARKASSE OSTALB,Savings bank,DE,2015,2940492,4645513,0.848253026,3.292522766,90264,1.943036216,2.375804434,1.590091073,63.29746575,2.4333664,2.630301486,0.101108317,74.56063518,8.623783853,0,0,1,0,1,0
KREISSPARKASSE OSTALB,Savings bank,DE,2016,3028271,4848652,0.848253026,3.292522766,110207,2.272941015,2.94149153,1.970512686,62.45593621,-0.841529542,-0.890267844,0.091056236,75.59839312,8.858833342,0,0,1,0,1,0
KREISSPARKASSE OSTALB,Savings bank,DE,2017,3196754,4970289,0.848253026,3.292522766,109990,2.21294979,5.414409039,3.641578093,64.31726606,1.861329852,1.967276147,0.083938781,74.71128942,10.24298587,0,0,1,0,1,0
KREISSPARKASSE OSTALB,Savings bank,DE,2018,3369166,5132599,0.848253026,3.292522766,150303,2.928399433,5.252931601,3.532065088,65.64249418,1.325228124,1.364266429,0.075322463,75.92404939,10.16584385,0,0,1,0,1,0
KREISSPARKASSE OSTALB,Savings bank,DE,2019,3586657,5490653,0.848253026,3.292522766,180781,3.292522766,6.25553349,4.212905215,65.32295885,-0.319535329,-0.325048233,0.075728697,76.75407643,9.902847621,0,0,1,0,0,0
KREISSPARKASSE OSTALB,Savings bank,DE,2020,3682069,6079317,0.848253026,3.292522766,234592,3.858854539,2.625425156,1.757874411,60.56714924,-4.755809617,-4.974356295,0.066208095,74.95960484,9.797251895,0,0,1,0,0,1
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2012,3044270.218,4706571.42,3.429000022,0.583299078,139469.44112,2.963291719,1.423114742,0.950982707,64.68127106,4.657270741,5.042266121,0.135940869,63.24423665,7.953208754,1,0,0,0,0,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2013,3089402,4793958,3.429000022,0.583299078,140231,2.925161213,1.471633808,0.983483669,64.44366012,-0.237610935,-0.245204676,0.133251063,64.11804192,8.763343358,1,0,0,0,0,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2014,3172116,4830417,3.429000022,0.583299078,165635,3.429000022,2.642132842,1.76910935,65.66960989,1.225949767,1.260247852,0.132555844,66.3342316,9.291413143,1,0,0,0,0,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2015,3104955,4568332,3.429000022,0.583299078,190662,4.173558314,-2.139965056,-1.421519121,67.96692972,2.297319833,2.305317562,0.141058049,73.96531163,10.40561413,1,0,0,0,1,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2016,3042914,4528650,3.429000022,0.583299078,204482,4.515297053,-2.01836136,-1.341017618,67.19251874,-0.774410982,-0.762491794,0.140483367,76.61998609,11.0415466,1,0,0,0,1,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2017,3122452,4572808,3.429000022,0.583299078,204213,4.465811816,2.580298167,1.727532178,68.28303309,1.090514353,1.076158025,0.146868183,77.07419599,11.46230063,1,0,0,0,1,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2018,3191424,4663556,3.429000022,0.583299078,147962,3.172729136,2.184862157,1.461839817,68.43327281,0.150239713,0.146575802,0.14334555,80.12565948,11.5349746,1,0,0,0,1,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2019,3281292,4892173,3.429000022,0.583299078,28536,0.583299078,2.77700351,1.859824051,67.07228056,-1.360992248,-1.334706366,0.131086942,77.87181688,11.47275454,1,0,0,0,0,0
KREISSPARKASSE RAVENSBURG,Savings bank,DE,2020,3472147,5199795,3.429000022,0.583299078,27673,0.532194058,5.653588734,3.803888714,66.77469016,-0.297590403,-0.296228859,0.123293322,80.37036075,11.26157858,1,0,0,0,0,1
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2012,2714132,4652775,5.162653821,1.021002586,225464,4.845796326,7.841297474,5.294005827,58.33361811,3.292368521,3.90980219,0.17159652,71.60847021,8.175013836,1,0,0,0,0,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2013,2758275,4740765,5.162653821,1.021002586,240387,5.070637334,1.613328741,1.07842887,58.18206555,-0.151552557,-0.173352201,0.167947578,73.41656884,8.590153699,1,0,0,0,0,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2014,2819430,4655009,5.162653821,1.021002586,240322,5.162653821,2.192925252,1.467254,60.56765948,2.38559393,2.696625544,0.171922331,74.55091924,9.209606254,1,0,0,0,0,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2015,2970899,4582568,5.162653821,1.021002586,210084,4.584416423,5.232986375,3.518542157,64.83044005,4.262780568,4.584478982,0.174574605,77.2340094,9.923562509,1,0,0,0,1,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2016,3087449,4763830,5.162653821,1.021002586,139951,2.937783254,3.848058298,2.581610626,64.81022623,-0.020213825,-0.020788512,0.168624825,78.54654763,10.11119205,1,0,0,0,1,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2017,3346164,4814307,5.162653821,1.021002586,14987,0.311301294,8.046943151,5.434582823,69.5045829,4.694356677,4.714983898,0.155827204,75.75636535,11.10571054,1,0,0,0,1,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2018,3484913,5202927,5.162653821,1.021002586,29159,0.56043454,4.062846466,2.726652538,66.97985576,-2.524727141,-2.451322038,0.135058593,75.28723736,10.74625879,1,0,0,0,1,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2019,3476741,5355912,5.162653821,1.021002586,54684,1.021002586,-0.234771902,-0.156453311,64.91407999,-2.06577577,-2.077474114,0.130472644,75.42483894,10.95135618,1,0,0,0,0,0
KREISSPARKASSE REUTLINGEN,Savings bank,DE,2020,3510961,5861984,5.162653821,1.021002586,49613,0.846351679,0.979442843,0.654024299,59.89373222,-5.020347768,-5.292323105,0.085653594,77.06815645,10.25200683,1,0,0,0,0,1
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2012,1322941.644,2596459.974,1.128825485,4.975399394,10385.543019999999,0.399988566,5.999889436,4.039104982,50.95174418,0.551989862,0.727492989,0.088456302,67.26062866,9.216239158,0,0,1,0,0,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2013,1377804,2601814,1.128825485,4.975399394,39153,1.504834704,4.063315236,2.726969196,52.95551488,2.003770706,2.587864656,0.088207689,68.41937971,9.862003971,0,0,1,0,0,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2014,1435255,2611564,1.128825485,4.975399394,29480,1.128825485,4.085160642,2.741726465,54.95768053,2.002165649,2.489192143,0.089869519,69.38738626,10.77660743,0,0,1,0,0,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2015,1500862,2542998,1.128825485,4.975399394,116648,4.587026809,4.469707594,3.001666296,59.01939364,4.061713113,4.808617528,0.09614636,74.64984243,11.89080762,0,0,1,0,1,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2016,1558682,2751430,1.128825485,4.975399394,129532,4.707806486,3.780098264,2.535739143,56.64988751,-2.369506132,-2.712833141,0.083265793,72.96554882,11.6366762,0,0,1,0,1,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2017,1595107,2779870,1.128825485,4.975399394,154787,5.568138078,2.310022626,1.545898107,57.38063291,0.730745394,0.856273316,0.074068212,70.57941558,12.04135445,0,0,1,0,1,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2018,1680996,2869399,1.128825485,4.975399394,147288,5.133060965,5.244565626,3.526392826,58.58355704,1.202924137,1.387897391,0.068690342,72.87243775,12.16993524,0,0,1,0,1,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2019,1742598,3022893,1.128825485,4.975399394,150401,4.975399394,3.599062822,2.413592473,57.64669805,-0.936858997,-1.071836356,0.066062543,73.39184682,11.94885165,0,0,1,0,0,0
KREISSPARKASSE ROTTWEIL,Savings bank,DE,2020,1809411,3277333,1.128825485,4.975399394,134896,4.116029711,3.762427485,2.523813382,55.20986119,-2.436836858,-2.85840505,0.068195694,72.33149637,11.50130304,0,0,1,0,0,1
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2012,2375761.408,3418249.112,1.291538523,1.427958929,25340.7137,0.741336072,1.165406772,0.778441038,69.50228992,2.819681192,2.779825343,0.191577584,75.48589299,6.50674369,0,0,0,0,0,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2013,2404588,3411595,1.291538523,1.427958929,30263,0.887063089,1.206060017,0.805649682,70.48280936,0.980519443,0.936113096,0.193838952,76.21270989,7.162163152,0,0,0,0,0,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2014,2496433,3559166,1.291538523,1.427958929,45968,1.291538523,3.748433391,2.514369439,70.14095437,-0.341854991,-0.323869585,0.18973546,75.59124806,7.468097863,0,0,0,0,0,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2015,2563110,3598031,1.291538523,1.427958929,55943,1.554822624,2.635845189,1.764881201,71.23646239,1.095508018,1.035851413,0.18826964,75.17019726,7.802211821,0,0,0,0,1,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2016,2582897,3520632,1.291538523,1.427958929,56029,1.591447217,0.769027229,0.513340244,73.3645834,2.128121017,1.971965888,0.193345967,76.63433724,8.49799127,0,0,0,0,1,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2017,2679213,3680519,1.291538523,1.427958929,61019,1.657891183,3.661145748,2.455472634,72.7944347,-0.570148706,-0.51944183,0.19076114,74.83496213,9.820761691,0,0,0,0,1,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2018,2774455,3760819,1.291538523,1.427958929,61019,1.622492335,3.493123683,2.342146651,73.77262772,0.97819302,0.891854799,0.188815255,74.78979977,10.13356399,0,0,0,0,1,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2019,2819327,3920701,1.291538523,1.427958929,55986,1.427958929,1.604387247,1.072436165,71.90874795,-1.863879767,-1.69865187,0.182033774,75.50448249,10.22500823,0,0,0,0,0,0
KREISSPARKASSE SAARLOUIS,Savings bank,DE,2020,2872939,4226550,1.291538523,1.427958929,76188,1.802604961,1.883734362,1.259740685,67.97361915,-3.935128805,-3.71604711,0.162472939,76.39284996,9.931480759,0,0,0,0,0,1
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2012,1226391.796,2040685.129,9.317153122,1.750664909,167236.90137000001,8.195135004,1.878401015,1.256163038,60.09706142,-2.360715595,-2.551950946,0.109865063,68.73907017,7.685066047,1,1,0,0,0,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2013,1220776,1953336,9.317153122,1.750664909,186845,9.565430627,-0.458963665,-0.305741366,62.49697953,2.399918106,2.627296102,0.104180745,74.83090467,8.388879333,1,1,0,0,0,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2014,1248316,1970720,9.317153122,1.750664909,183615,9.317153122,2.230872091,1.492736326,63.34314362,0.846164096,0.898563357,0.102094666,77.94496428,8.810231793,1,1,0,0,0,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2015,1284483,2046488,9.317153122,1.750664909,211019,10.31127473,2.856085973,1.913033589,62.76523488,-0.577908742,-0.610086143,0.101490944,78.59933701,8.947132844,1,1,0,0,1,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2016,1459111,2275140,9.317153122,1.750664909,138490,6.087097937,12.74710434,8.670539317,64.13280062,1.367565738,1.442098658,0.07647881,74.43862795,9.39700414,1,1,0,0,1,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2017,1448019,2243191,9.317153122,1.750664909,134065,5.976530755,-0.763093073,-0.508080062,64.55174793,0.418947315,0.434553547,0.060048386,77.23470716,9.954212548,1,1,0,0,1,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2018,1506626,2317881,9.317153122,1.750664909,98562,4.252245909,3.967629824,2.662342618,65.00014453,0.448396594,0.462017707,0.053410852,75.34558504,10.01043626,1,1,0,0,1,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2019,1537263,2474774,9.317153122,1.750664909,43325,1.750664909,2.013084881,1.346528909,62.11730849,-2.882836039,-3.001116062,0.060611595,71.76574507,10.11526709,1,1,0,0,0,0
KREISSPARKASSE SCHWALM-EDER,Savings bank,DE,2020,1577588,2557820,9.317153122,1.750664909,59996,2.345591167,2.589353587,1.733620457,61.67705312,-0.440255374,-0.473617793,0.06067667,73.38921425,10.19938854,1,1,0,0,0,1
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2012,979320,1843773,3.201503135,4.02106689,57753,3.132327027,3.740940347,2.509312913,53.11499843,1.350048112,1.723705171,0.094480177,80.14332567,7.58748501,0,0,1,0,0,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2013,990026,1893879,3.201503135,4.02106689,72730,3.840266458,1.087275214,0.72615888,52.27503975,-0.839958683,-1.059851095,0.079044121,80.46210978,8.046712594,0,0,1,0,0,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2014,1016945,1961766,3.201503135,4.02106689,62806,3.201503135,2.682710855,1.796398195,51.83824167,-0.436798081,-0.558607033,0.053778075,81.89972708,8.296096476,0,0,1,0,0,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2015,1034191,2102198,3.201503135,4.02106689,85957,4.08891075,1.681644359,1.124220645,49.19569898,-2.642542688,-3.457192339,0.03910193,80.09849691,8.266205181,0,0,1,0,1,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2016,1118084,2273917,3.201503135,4.02106689,102168,4.493039983,7.799702752,5.265582624,49.16995651,-0.025742467,-0.034890527,0.032586941,81.18295435,8.070303358,0,0,1,0,1,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2017,1201499,2280013,3.201503135,4.02106689,101171,4.437299261,7.195343782,4.853000596,52.6970241,3.527067585,4.67047022,0.033289284,78.57130639,8.58644227,0,0,1,0,1,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2018,1278087,2367513,3.201503135,4.02106689,95331,4.026630477,6.179448485,4.161164439,53.98437094,1.287346845,1.615459423,0.031847766,81.61712312,8.343100967,0,0,1,0,1,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2019,1339651,2518834,3.201503135,4.02106689,101284,4.02106689,4.704470352,3.160511573,53.18536275,-0.79900819,-0.991607619,0.026679011,81.96721181,8.305311108,0,0,1,0,0,0
KREISSPARKASSE TRAUNSTEIN-TROSTBERG,Savings bank,DE,2020,1441167,2652381,3.201503135,4.02106689,134530,5.072046588,7.304406977,4.927400255,54.33484104,1.149478284,1.430539475,0.025863554,79.65906859,8.395588718,0,0,1,0,0,1
KREISSPARKASSE TUBINGEN,Savings bank,DE,2012,2944907,4784914,2.35322029,5.382244198,53873,1.125892754,3.647672732,2.44638325,61.54566205,2.030736172,2.249182217,0.061610303,70.741773,7.466027603,0,0,1,0,0,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2013,3013601,4827097,2.35322029,5.382244198,73529,1.523255074,2.305847157,1.543093296,62.43091862,0.885256571,0.954340092,0.061051187,70.73446007,7.861660953,0,0,1,0,0,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2014,3070200,4821988,2.35322029,5.382244198,113472,2.35322029,1.860699683,1.244289304,63.67083452,1.239915894,1.31533265,0.057673308,72.81478096,8.11741962,0,0,1,0,0,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2015,3201149,4801048,2.35322029,5.382244198,309417,6.44478039,4.17671018,2.803582147,66.67604656,3.005212044,3.097873857,0.055696173,72.00563294,8.83232161,0,0,1,0,1,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2016,3348464,4789311,2.35322029,5.382244198,322151,6.726458148,4.499192537,3.021610003,69.91535943,3.23931287,3.187242058,0.052450133,72.1436549,9.587099272,0,0,1,0,1,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2017,3530469,4968132,2.35322029,5.382244198,331066,6.663792347,5.292899008,3.559165641,71.06230269,1.14694326,1.087701481,0.048750718,72.97124956,9.616853981,0,0,1,0,1,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2018,3768646,5089009,2.35322029,5.382244198,286464,5.629072379,6.528506245,4.39863618,74.05461456,2.99231187,2.768362168,0.048182269,72.94048802,10.52130189,0,0,1,0,1,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2019,3923991,5469187,2.35322029,5.382244198,294365,5.382244198,4.039346237,2.71077854,71.74724507,-2.307369497,-2.098977986,0.043534807,72.55058202,10.03386792,0,0,1,0,0,0
KREISSPARKASSE TUBINGEN,Savings bank,DE,2020,4171904,5713385,2.35322029,5.382244198,281369,4.924733761,6.12632782,4.125047442,73.01982975,1.272584685,1.175520109,0.040483881,75.27306492,9.782361945,0,0,1,0,0,1
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2012,1985962.05,2907507.761,1.583972207,3.111629696,15416.443579999999,0.530228802,-0.197543729,-0.131652431,68.30461734,-0.66013982,-0.640184837,0.245928303,67.72757771,8.668911335,0,0,1,0,0,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2013,1994483,2903083,1.583972207,3.111629696,10220,0.352039539,0.428141206,0.285630852,68.70223828,0.397620933,0.387334353,0.240261818,66.06125281,10.47245291,0,0,1,0,0,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2014,1957535,3048854,1.583972207,3.111629696,48293,1.583972207,-1.869884022,-1.242680359,64.20559987,-4.496638401,-4.460727837,0.234120755,66.23983962,10.84545209,0,0,1,0,0,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2015,2068594,3214928,1.583972207,3.111629696,118351,3.681295506,5.518312077,3.712073405,64.34340054,0.137800662,0.142980413,0.22199564,63.40135767,11.22264635,0,0,1,0,1,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2016,2168746,3234694,1.583972207,3.111629696,118032,3.648938663,4.727997089,3.176436671,67.04640377,2.703003235,2.761926099,0.212292106,67.78863781,12.17011563,0,0,1,0,1,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2017,2236224,3327633,1.583972207,3.111629696,134279,4.035270716,3.063960884,2.052963651,67.20164153,0.155237756,0.15423948,0.223311886,65.09077173,12.74470472,0,0,1,0,1,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2018,2377253,3691607,1.583972207,3.111629696,123453,3.344153373,6.115689023,4.117814778,64.39615593,-2.805485598,-2.822428084,0.193438792,65.2756645,12.26398151,0,0,1,0,1,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2019,2508134,3904642,1.583972207,3.111629696,121498,3.111629696,5.359343097,3.604226562,64.23467247,-0.161483454,-0.167316974,0.17371631,64.691667,12.35762459,0,0,1,0,0,0
KREISSPARKASSE TUTTLINGEN,Savings bank,DE,2020,2606741,4130274,1.583972207,3.111629696,90969,2.202493103,3.856173174,2.587088642,63.11302834,-1.121644138,-1.170926238,0.154880766,66.5347868,12.17638346,0,0,1,0,0,1
KREISSPARKASSE WAIBLINGEN,Savings bank,DE,2012,4740481,7148777,4.665360021,3.239212651,140056,1.959160287,5.06235778,3.402889563,66.31177613,3.866446417,4.0443485,0,71.54085237,7.372268012,1,0,1,0,0,0
KREISSPARKASSE WAIBLINGEN,Savings bank,DE,2013,5054448,7058816,4.665360021,3.239212651,125053,1.771586056,6.413004034,4.3200295,71.60475638,5.292980252,5.183395277,0,70.1569215,10.75348897,1,0,1,0,0,0
KREISSPARKASSE WAIBLINGEN,Savings bank,DE,2014,5284242,7389912,4.665360021,3.239212651,344766,4.665360021,4.446053655,2.985668029,71.50615596,-0.098600419,-0.091842779,0,71.78147724,10.98044199,1,0,1,0,0,0
KREISSPARKASSE WAIBLINGEN,Savings bank,DE,2015,5625707,7513631,4.665360021,3.239212651,285462,3.799254981,6.261744483,4.217129463,74.87334685,3.367190895,3.09078708,0,74.7540703,11.4933246,1,0,1,0,1,0
KREISSPARKASSE WAIBLINGEN,Savings bank,DE,2016,5840400,7735607,4.665360021,3.239212651,310150,4.009381552,3.745265856,2.512231879,75.50021608,0.626869224,0.556606281,0,75.83129546,11.8110964,1,0,1,0,1,0
KREISSPARKASSE WAIBLINGEN,Savings bank,DE,2017,6155631,8242913,4.665360021,3.239212651,323731,3.927385865,5.256798501,3.534686956,74.67785964,-0.822356443,-0.728786484,0,74.10752728,11.67317913,1,0,1,0,1,0
