NUTS2,Country,Number of branches and banks,Year,Exposure_1,NUTS2_GDP,NUTS2_GDP_G,Exposure,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
AT11,AT,85,2012,3.020370762,7365.43,4.909175348,3.020370762,285782,4.6,0.8,1943,12.42371693,3434,4.314219527,25700,0,0,0
AT11,AT,85,2013,3.020370762,7539.32,2.333455982,3.020370762,286691,4.3,-0.3,1838,-5.555514646,3562,3.659642239,26300,0,0,0
AT11,AT,85,2014,3.020370762,7737.13,2.589882553,3.020370762,287416,4.8,0.5,1894,3.001297083,3707,3.99007393,26900,0,0,0
AT11,AT,85,2015,3.020370762,8040.55,3.846667101,3.020370762,288356,5.2,0.4,1897,0.158269619,3793,2.293433854,27800,0,0,1
AT11,AT,85,2016,3.020370762,8351.77,3.797600364,3.020370762,291011,5.7,0.5,1894,-0.158269619,3917,3.216879198,28600,0,0,1
AT11,AT,85,2017,3.020370762,8717.79,4.289227299,3.020370762,291942,5.2,-0.5,2192,14.61233743,4084,4.175084562,29800,0,0,1
AT11,AT,85,2018,3.020370762,8964.81,2.794114787,3.020370762,292675,4.2,-1,2196,0.182315456,4299,5.130553721,30600,0,0,1
AT12,AT,320,2012,3.148361392,49802.6,2.627001873,3.148881256,1614455,4.6,0.1,11740,1.061835632,23073,3.915657097,30800,0,0,0
AT12,AT,320,2013,3.148361392,50470.13,1.331448463,3.148881256,1618592,5,0.4,12726,8.064533041,23716,2.74868231,31100,0,0,0
AT12,AT,320,2014,3.148361392,52049.38,3.081120723,3.148881256,1625485,5.1,0.1,12350,-2.999108174,24402,2.851517031,31900,0,0,0
AT12,AT,320,2015,3.148361392,53884.36,3.464738547,3.148881256,1636778,5.2,0.1,12888,4.26405828,25083,2.752522968,32800,0,0,1
AT12,AT,320,2016,3.148361392,55570.82,3.081797451,3.148881256,1653691,5.2,0,12744,-1.123607327,26045,3.763548536,33500,0,0,1
AT12,AT,320,2017,3.148361392,58207.93,4.63633564,3.148881256,1665753,4.8,-0.4,13559,6.198996087,26989,3.560356439,34900,0,0,1
AT12,AT,320,2018,3.148361392,60466.27,3.806408915,3.148881256,1670668,3.8,-1,14433,6.246671791,28420,5.166374708,36100,0,0,1
AT13,AT,269,2012,4.686103107,81981.67,1.516434933,4.502907301,1717084,8.9,0.8,18265,0.548999457,40502,3.917528433,47500,0,0,0
AT13,AT,269,2013,4.686103107,83117.69,1.376186957,4.502907301,1741246,9.3,0.4,18502,1.28921741,41209,1.730532349,47400,0,0,0
AT13,AT,269,2014,4.686103107,84749.77,1.944547713,4.502907301,1766746,10.2,0.9,18827,1.741317539,42222,2.428473311,47600,0,0,0
AT13,AT,269,2015,4.686103107,87284.43,2.946906403,4.502907301,1797337,10.6,0.4,19302,2.491670774,43298,2.516503235,48100,0,0,1
AT13,AT,269,2016,4.686103107,91942.33,5.198943625,4.502907301,1840226,11.3,0.7,20390,5.48358671,45217,4.336667776,49600,0,0,1
AT13,AT,269,2017,4.686103107,92880.63,1.015358764,4.502907301,1867582,10.4,-0.9,21176,3.782388034,46618,3.051361032,49500,0,0,1
AT13,AT,269,2018,4.686103107,97183.81,4.528901349,4.502907301,1888776,10,-0.4,23390,9.944011567,48600,4.163679826,51400,0,0,1
AT21,AT,274,2012,4.129374158,17771.87,1.266150062,4.129374158,556027,5,0.7,4077,2.659532914,8495,3.290754606,32000,0,0,0
AT21,AT,274,2013,4.129374158,17907.85,0.762229403,4.129374158,555473,5.5,0.5,4035,-1.035512212,8745,2.900435335,32200,0,0,0
AT21,AT,274,2014,4.129374158,18419.82,2.818809459,4.129374158,555881,6,0.5,4137,2.496458576,8945,2.261260849,33100,0,0,0
AT21,AT,274,2015,4.129374158,18717.18,1.601455988,4.129374158,557641,6.1,0.1,4363,5.318900666,9140,2.156566851,33500,0,0,1
AT21,AT,274,2016,4.129374158,19093.92,1.992814109,4.129374158,560482,5.4,-0.7,4322,-0.944163606,9357,2.346434083,34000,0,0,1
AT21,AT,274,2017,4.129374158,19910.2,4.186220346,4.129374158,561077,4.8,-0.6,4685,8.064765761,9616,2.73036515,35500,0,0,1
AT21,AT,274,2018,4.129374158,20887.29,4.790867678,4.129374158,560898,4.1,-0.7,4984,6.186686579,10103,4.940403165,37200,0,0,1
AT22,AT,450,2012,4.027325628,40956,3.703901431,4.027325628,1208696,4,0.4,9139,0.87922316,19781,3.775977185,33900,0,0,0
AT22,AT,450,2013,4.027325628,41303.53,0.844964876,4.027325628,1210971,4.7,0.7,9648,5.419966969,20173,1.962319562,34100,0,0,0
AT22,AT,450,2014,4.027325628,42710.57,3.349846212,4.027325628,1215246,5,0.3,9666,0.186393344,20760,2.868298165,35100,0,0,0
AT22,AT,450,2015,4.027325628,43721.27,2.338828079,4.027325628,1221570,4.7,-0.3,10014,3.536954048,21446,3.25100895,35700,0,0,1
AT22,AT,450,2016,4.027325628,45542.87,4.081936879,4.027325628,1232012,5.1,0.4,10981,9.218239271,22234,3.608450101,36900,0,0,1
AT22,AT,450,2017,4.027325628,47499.91,4.207373613,4.027325628,1237298,4.5,-0.6,11683,6.196828712,23172,4.132200442,38400,0,0,1
AT22,AT,450,2018,4.027325628,48781.03,2.661369147,4.027325628,1240214,4,-0.5,12110,3.589676383,24570,5.85815333,39300,0,0,1
AT31,AT,449,2012,5.747301658,53978.67,2.636479487,5.74868482,1413866,3.3,-0.1,11985,10.17052195,25811,4.614556842,38100,0,0,0
AT31,AT,449,2013,5.747301658,55424.89,2.643980231,5.74868482,1418498,4.3,1,12272,2.366437674,26752,3.580847925,39000,0,0,0
AT31,AT,449,2014,5.747301658,57136.85,3.042049669,5.74868482,1425422,4.1,-0.2,12331,0.479617226,27438,2.5319677,39900,0,0,0
AT31,AT,449,2015,5.747301658,58650.83,2.615245922,5.74868482,1437251,4.1,0,12744,3.294415572,28413,3.491787301,40600,0,0,1
AT31,AT,449,2016,5.747301658,60754.1,3.523284291,5.74868482,1453948,4.5,0.4,13861,8.401856862,29464,3.632239223,41600,0,0,1
AT31,AT,449,2017,5.747301658,63010.29,3.646347673,5.74868482,1465045,4,-0.5,14651,5.542945129,30448,3.285113141,42900,0,0,1
AT31,AT,449,2018,5.747301658,66148.87,4.860976164,5.74868482,1473576,3.2,-0.8,15470,5.439407207,32129,5.373873853,44800,0,0,1
AT32,AT,267,2012,3.185548635,23886.5,4.010924124,3.185548635,529704,2.9,0,5054,3.421545272,10392,4.618098444,45000,0,0,0
AT32,AT,267,2013,3.185548635,23965.79,0.331395102,3.185548635,531898,3.2,0.3,5112,1.141070811,10749,3.377644762,45000,0,0,0
AT32,AT,267,2014,3.185548635,24504.84,2.224325225,3.185548635,534270,3.5,0.3,5493,7.188383729,10991,2.22640291,45700,0,0,0
AT32,AT,267,2015,3.185548635,25603.96,4.387637796,3.185548635,538575,3.5,0,5761,4.763651639,11330,3.037731895,47300,0,0,1
AT32,AT,267,2016,3.185548635,26805.49,4.585969026,3.185548635,545815,3.4,-0.1,6374,10.11161452,11778,3.877930948,48900,0,0,1
AT32,AT,267,2017,3.185548635,27652.5,3.110942251,3.185548635,549263,3.1,-0.3,6530,2.417972729,12185,3.397230255,50200,0,0,1
AT32,AT,267,2018,3.185548635,28690.51,3.685026627,3.185548635,552579,2.8,-0.3,7172,9.377761245,12752,4.548243497,51800,0,0,1
AT33,AT,330,2012,4.128601554,28190.68,4.506416076,4.128601554,711581,2.8,0.1,6871,2.490366673,12367,4.62543669,39500,0,0,0
AT33,AT,330,2013,4.128601554,28939.63,2.622050918,4.128601554,715888,3.1,0.3,7095,3.208065456,12810,3.519448115,40300,0,0,0
AT33,AT,330,2014,4.128601554,29853.47,3.108914494,4.128601554,722038,3.2,0.1,7268,2.409083992,13239,3.294090305,41200,0,0,0
AT33,AT,330,2015,4.128601554,31193.44,4.390673531,4.128601554,728826,3,-0.2,7640,4.991645264,13795,4.113918871,42600,0,0,1
AT33,AT,330,2016,4.128601554,32355.39,3.657280592,4.128601554,739139,3.5,0.5,8134,6.265520431,14399,4.285255206,43600,0,0,1
AT33,AT,330,2017,4.128601554,33386.62,3.13745987,4.128601554,746153,3.3,-0.2,8616,5.756813237,14969,3.882263621,44600,0,0,1
AT33,AT,330,2018,4.128601554,34848.71,4.286089982,4.128601554,751140,2.4,-0.9,8883,3.051839793,15851,5.725119388,46300,0,0,1
AT34,AT,135,2012,5.758687614,14583.63,2.37253859,5.758687614,370926,4,-0.1,3095,11.74599861,6432,3.415891881,39200,0,0,0
AT34,AT,135,2013,5.758687614,15116.8,3.590704136,5.758687614,372603,3.6,-0.4,3400,9.398752549,6760,4.973735818,40400,0,0,0
AT34,AT,135,2014,5.758687614,15860.95,4.805340539,5.758687614,375282,3.4,-0.2,3525,3.610500464,7052,4.228837448,42100,0,0,0
AT34,AT,135,2015,5.758687614,17040.9,7.175622338,5.758687614,378592,3.5,0.1,3529,0.113410843,7327,3.825489064,44700,0,0,1
AT34,AT,135,2016,5.758687614,17060.08,0.112489448,5.758687614,384147,3.4,-0.1,3892,9.790861963,7635,4.117678349,44100,0,0,1
AT34,AT,135,2017,5.758687614,17964.82,5.167416965,5.758687614,388752,3.7,0.3,4181,7.162728805,7969,4.281607575,46000,0,0,1
AT34,AT,135,2018,5.758687614,19318.37,7.264105566,5.758687614,391741,3.3,-0.4,4195,0.334288754,8363,4.825819998,49200,0,0,1
BE10,BE,161,2012,13.19490639,73165.33,2.706566754,13.01521863,1151317,17.4,0.4,12503,0.439258137,39203.8,2.824973541,63200,1,0,0
BE10,BE,161,2013,13.19490639,73996.67,1.12984173,13.01521863,1165208,19.2,1.8,12698.7,1.553101051,39929.2,1.833420494,63300,1,0,0
BE10,BE,161,2014,13.19490639,76063.94,2.755421018,13.01521863,1172751,18.3,-0.9,13665.5,7.337478252,40468.7,1.342095,64500,1,0,0
BE10,BE,161,2015,13.19490639,78923.78,3.690827424,13.01521863,1184101,17.3,-1,13983.7,2.301795706,40194.8,-0.679120179,66200,1,0,1
BE10,BE,161,2016,13.19490639,80108.98,1.490538104,13.01521863,1201285,16.8,-0.5,14138.4,1.10021343,40381.4,0.463164889,66700,1,0,1
BE10,BE,161,2017,13.19490639,82314.49,2.715919772,13.01521863,1199095,14.9,-1.9,14812.9,4.660392286,41228.6,2.076290737,68500,1,0,1
BE10,BE,161,2018,13.19490639,84232.03,2.302809734,13.01521863,1205492,13.2,-1.7,15630.7,5.373850635,42032.6,1.931331739,69600,1,0,1
BE21,BE,252,2012,15.57450812,73214.58,3.122708919,15.40572396,1787490,5.3,-0.4,17406.6,0.137973876,35829.3,3.254805739,40800,1,1,0
BE21,BE,252,2013,15.57450812,74425.63,1.64057903,15.40572396,1798605,6.2,0.9,16668.1,-4.335273158,36576.8,2.064816521,41300,1,1,0
BE21,BE,252,2014,15.57450812,76009.28,2.105506633,15.40572396,1806634,6.1,-0.1,18554.6,10.72210237,36830.7,0.691757688,42000,1,1,0
BE21,BE,252,2015,15.57450812,79399.75,4.363978154,15.40572396,1817033,6.1,0,18677.1,0.658043775,37615.4,2.108180449,43600,1,1,1
BE21,BE,252,2016,15.57450812,82310.74,3.600637771,15.40572396,1828927,6.1,0,22079,16.7328756,38309.9,1.829480741,44900,1,1,1
BE21,BE,252,2017,15.57450812,85100.52,3.333154867,15.40572396,1838863,5.9,-0.2,21486.8,-2.718813743,39817.7,3.860318862,46100,1,1,1
BE21,BE,252,2018,15.57450812,87895.13,3.231125327,15.40572396,1849523,4.4,-1.5,22012.5,2.417168072,41362.6,3.806555385,47400,1,1,1
BE22,BE,120,2012,16.23504325,24132.91,2.007467459,16.18918502,851558,4.7,0.1,5904.5,2.505511372,12556.1,2.760739395,28300,1,1,0
BE22,BE,120,2013,16.23504325,24499.43,1.507338284,16.18918502,855213,5.5,0.8,5661.1,-4.209655244,12830.1,2.158736956,28600,1,1,0
BE22,BE,120,2014,16.23504325,25492.15,3.972070966,16.18918502,857844,5.6,0.1,5334.2,-5.947929925,13278,3.431455747,29700,1,1,0
BE22,BE,120,2015,16.23504325,25879.69,1.508792957,16.18918502,861380,6,0.4,5456.5,2.26686382,13154.2,-0.936743103,29900,1,1,1
BE22,BE,120,2016,16.23504325,26789.9,3.456645961,16.18918502,866970,4.8,-1.2,5707.1,4.490345517,13402.6,1.870761872,30900,1,1,1
BE22,BE,120,2017,16.23504325,27852.67,3.89038817,16.18918502,869664,4.1,-0.7,6498.5,12.98603673,13892.4,3.589321003,32000,1,1,1
BE22,BE,120,2018,16.23504325,28739.62,3.134782606,16.18918502,872739,3.8,-0.3,7110.5,9.000118379,14428.2,3.784269686,32900,1,1,1
BE23,BE,223,2012,14.77092109,46065.4,2.795332178,14.73967845,1457428,4.1,0.3,11660.1,4.296800215,23210.8,3.663766988,31500,1,1,0
BE23,BE,223,2013,14.77092109,47151.27,2.329881812,14.73967845,1463614,4,-0.1,11760.6,0.858220436,23688.9,2.03888964,32100,1,1,0
BE23,BE,223,2014,14.77092109,47919.5,1.616157567,14.73967845,1471126,4.3,0.3,11773.2,0.10708004,24032.5,1.440049696,32500,1,1,0
BE23,BE,223,2015,14.77092109,50199.86,4.648971815,14.73967845,1479049,4.4,0.1,12341.9,4.717421548,24673.9,2.633892383,33800,1,1,1
BE23,BE,223,2016,14.77092109,52023.45,3.568234062,14.73967845,1489084,4.2,-0.2,12809.4,3.717929895,25418.5,2.973125057,34800,1,1,1
BE23,BE,223,2017,14.77092109,54308.23,4.298120237,14.73967845,1498483,3.4,-0.8,13582.6,5.861028543,26425.6,3.88559819,36100,1,1,1
BE23,BE,223,2018,14.77092109,55639.34,2.421472418,14.73967845,1506232,2.7,-0.7,14456.3,6.234074387,27532.8,4.104478394,36800,1,1,1
BE24,BE,147,2012,16.15631628,41014.57,4.199317877,16.04240373,1096284,4.4,0.9,9605.9,5.515858141,21409.3,4.585719461,37300,1,1,0
BE24,BE,147,2013,16.15631628,41804.6,1.907901189,16.04240373,1102907,5.5,1.1,9756.6,1.556648605,21717.4,1.42883755,37800,1,1,0
BE24,BE,147,2014,16.15631628,42760.78,2.261494601,16.04240373,1108408,5,-0.5,10116.4,3.621389027,22055.3,1.543915326,38500,1,1,0
BE24,BE,147,2015,16.15631628,44547.34,4.09311166,16.04240373,1114590,5.1,0.1,10258,1.390001962,22413.2,1.609713519,39800,1,1,1
BE24,BE,147,2016,16.15631628,46548.73,4.394727692,16.04240373,1122600,4.8,-0.3,11652.6,12.74714421,22850.8,1.933605665,41300,1,1,1
BE24,BE,147,2017,16.15631628,48166.77,3.416964335,16.04240373,1130644,4.7,-0.1,11460.5,-1.662299073,23573.3,3.112858796,42500,1,1,1
BE24,BE,147,2018,16.15631628,49943.43,3.62216007,16.04240373,1138546,3.6,-1.1,11944.3,4.134783678,24359.4,3.280309636,43700,1,1,1
BE25,BE,184,2012,15.48803188,38997.91,3.054149654,15.4540645,1172795,3.9,0.7,10675.1,5.699366797,19057.6,3.712820161,33200,1,1,0
BE25,BE,184,2013,15.48803188,39936.97,2.379440636,15.4540645,1175903,3.9,0,10282.5,-3.747050563,19367.2,1.611494139,33900,1,1,0
BE25,BE,184,2014,15.48803188,41053.13,2.756462015,15.4540645,1177935,4.2,0.3,10719.1,4.158377577,19700.4,1.705802657,34800,1,1,0
BE25,BE,184,2015,15.48803188,42102.62,2.524289006,15.4540645,1180957,4.2,0,10361.8,-3.390122998,19889.7,0.956306969,35600,1,1,1
BE25,BE,184,2016,15.48803188,43727.76,3.787316917,15.4540645,1184418,3.7,-0.5,11831.8,13.2664855,20456.3,2.808889371,36900,1,1,1
BE25,BE,184,2017,15.48803188,45215.16,3.344928814,15.4540645,1188407,3.2,-0.5,12182.6,2.921788225,21170.9,3.433669373,38000,1,1,1
BE25,BE,184,2018,15.48803188,46626.78,3.074262534,15.4540645,1192254,2.6,-0.6,13301.4,8.786058865,21988.7,3.790108781,39000,1,1,1
BE31,BE,38,2012,12.16673986,14535.3,5.253641432,12.16673986,386683,7,0.3,4139.6,9.596746408,6922.6,3.168439488,37500,1,0,0
BE31,BE,38,2013,12.16673986,15209.17,4.531836179,12.16673986,389308,8.2,1.2,4339.2,4.709083451,7230.8,4.355825851,38900,1,0,0
BE31,BE,38,2014,12.16673986,15884.31,4.343329415,12.16673986,391609,8.9,0.7,5057.6,15.32020632,7319.3,1.216501487,40400,1,0,0
BE31,BE,38,2015,12.16673986,16274.61,2.42743951,12.16673986,394344,7.9,-1,7282.6,36.45958788,7497.5,2.405493666,41100,1,0,1
BE31,BE,38,2016,12.16673986,17319.76,6.224182155,12.16673986,397745,7.9,0,4882,-39.99329693,7681.9,2.429728075,43400,1,0,1
BE31,BE,38,2017,12.16673986,18178.64,4.839923225,12.16673986,399735,7.6,-0.3,5214.4,6.586905713,7940.8,3.314711346,45400,1,0,1
BE31,BE,38,2018,12.16673986,20145.51,10.27341563,12.16673986,401508,6.9,-0.7,5492.9,5.203232011,8302.4,4.453060378,50000,1,0,1
BE32,BE,150,2012,9.522508593,29696.97,1.132939498,9.534448009,1325819,12.1,0.4,6325,1.986397305,16541.4,2.979617429,22400,1,0,0
BE32,BE,150,2013,9.522508593,29983.23,0.959320496,9.534448009,1331455,13.3,1.2,5990.4,-5.435184675,16829.4,1.726102764,22500,1,0,0
BE32,BE,150,2014,9.522508593,30746.54,2.513924223,9.534448009,1334423,14.4,1.1,6712.8,11.38579637,16921.4,0.545173613,23000,1,0,0
BE32,BE,150,2015,9.522508593,31410.76,2.137304178,9.534448009,1337780,13.3,-1.1,6972.3,3.792900442,17106,1.085018609,23500,1,0,1
BE32,BE,150,2016,9.522508593,32056.09,2.033667154,9.534448009,1341267,11.8,-1.5,6346.6,-9.402591955,17249,0.832489162,23900,1,0,1
BE32,BE,150,2017,9.522508593,32997.59,2.894734758,9.534448009,1342053,11.4,-0.4,7008.5,9.920446168,18091.6,4.769357137,24600,1,0,1
BE32,BE,150,2018,9.522508593,34248.11,3.719685221,9.534448009,1343756,10,-1.4,7364.8,4.958819596,18259.5,0.923775038,25500,1,0,1
BE33,BE,80,2012,13.81463056,27373.34,0.637389748,13.80069475,1088074,10.7,1.2,6055,-0.846940062,15181,3.615736442,25100,1,1,0
BE33,BE,80,2013,13.81463056,27672.53,1.087067736,13.80069475,1093191,11.7,1,5896.1,-2.659326161,15383.7,1.326386137,25300,1,1,0
BE33,BE,80,2014,13.81463056,28371.54,2.494630565,13.80069475,1095661,12.3,0.6,5829.4,-1.137703628,15496.9,0.733149661,25900,1,1,0
BE33,BE,80,2015,13.81463056,28876.29,1.763431313,13.80069475,1098903,12.9,0.6,5898,1.169923128,15429.9,-0.433281845,26200,1,1,1
BE33,BE,80,2016,13.81463056,29694.63,2.794537821,13.80069475,1103490,11.1,-1.8,6242.5,5.676743278,15737.9,1.976463057,26900,1,1,1
BE33,BE,80,2017,13.81463056,30787.02,3.61269512,13.80069475,1106039,10.5,-0.6,6711,7.2367228,16369.5,3.934803119,27800,1,1,1
BE33,BE,80,2018,13.81463056,31720.81,2.98797598,13.80069475,1108371,8.2,-2.3,6942.5,3.391396902,16910.3,3.25030565,28600,1,1,1
BE34,BE,18,2012,14.03115991,5984.85,-2.216740844,14.03115991,275713,7.6,1.4,1482.3,-12.81706283,3313.7,3.07669434,21600,1,1,0
BE34,BE,18,2013,14.03115991,6047.09,1.034588855,14.03115991,277690,7.9,0.3,1496.4,0.946728795,3324.3,0.319373577,21800,1,1,0
BE34,BE,18,2014,14.03115991,6301.73,4.124703428,14.03115991,278219,8.5,0.6,1470.5,-1.745974448,3350.7,0.79101536,22600,1,1,0
BE34,BE,18,2015,14.03115991,6481.34,2.810308023,14.03115991,280261,9.3,0.8,1570.8,6.598256471,3417,1.95936939,23000,1,1,1
BE34,BE,18,2016,14.03115991,6604.05,1.875581809,14.03115991,283257,7.8,-1.5,1604.8,2.14140945,3490.8,2.136796317,23300,1,1,1
BE34,BE,18,2017,14.03115991,6846.85,3.61055953,14.03115991,284617,6.7,-1.1,1655.9,3.134552944,3612.3,3.421375228,24000,1,1,1
BE34,BE,18,2018,14.03115991,7069.69,3.202793921,14.03115991,285010,5.4,-1.3,1857.1,11.46714636,3739.6,3.463396525,24700,1,1,1
BE35,BE,44,2012,12.73094508,11726.41,2.25202248,12.52623858,482728,7.3,-0.7,2888.6,3.397795481,6365.7,3.398443464,24200,1,0,0
BE35,BE,44,2013,12.73094508,11881.71,1.315668,12.52623858,484880,10.4,3.1,2523.2,-13.52440185,6509.5,2.233844596,24500,1,0,0
BE35,BE,44,2014,12.73094508,12130.92,2.075732212,12.52623858,486230,8.9,-1.5,2638,4.449311707,6530.3,0.319023568,24900,1,0,0
BE35,BE,44,2015,12.73094508,12346.72,1.763287566,12.52623858,488876,10.9,2,2853.2,7.842011713,6528.8,-0.022972487,25200,1,0,1
BE35,BE,44,2016,12.73094508,12720.25,2.980477105,12.52623858,492074,9.7,-1.2,2753.3,-3.564097917,6689.2,2.427112635,25800,1,0,1
BE35,BE,44,2017,12.73094508,13090.9,2.872212053,12.52623858,494127,7.4,-2.3,2950.8,6.927612777,6911.8,3.273581037,26500,1,0,1
BE35,BE,44,2018,12.73094508,13520.52,3.229119908,12.52623858,495158,8.5,1.1,3162,6.912841876,7185.6,3.884892745,27300,1,0,1
DE11,DE,967,2012,2.675737985,175849.17,3.168244688,2.58965684,3924922,3.4,-0.3,37796.36,6.431270478,90392.09,4.786148215,44700,0,0,0
DE11,DE,967,2013,2.675737985,180470.23,2.593919445,2.58965684,3947568,3.7,0.3,38225.3,1.128479836,93988.13,3.901173413,45600,0,0,0
DE11,DE,967,2014,2.675737985,187384.86,3.759874336,2.58965684,3972881,3.1,-0.6,38986.49,1.971757581,97455.33,3.622562147,47000,0,0,0
DE11,DE,967,2015,2.675737985,198850.19,5.938715036,2.58965684,4008288,3.4,0.3,41365.58,5.92339582,101896.83,4.456671164,49200,0,0,1
DE11,DE,967,2016,2.675737985,201929.14,1.536511663,2.58965684,4069533,3.3,-0.1,42594.86,2.928445466,106012.1,3.959240773,49400,0,0,1
DE11,DE,967,2017,2.675737985,212966.29,5.321704649,2.58965684,4098278,3,-0.3,47168.86,10.20003404,111272.52,4.842908899,51800,0,0,1
DE11,DE,967,2018,2.675737985,221910.2,4.113890526,2.58965684,4126688,2.3,-0.7,51676.21,9.126359177,116033.87,4.189980372,53700,0,0,1
DE12,DE,227,2012,2.664831061,103103.95,1.164017423,2.50842462,2671524,4,-0.2,20944.83,5.561512759,54542.66,4.107266308,38500,0,0,0
DE12,DE,227,2013,2.664831061,105006.11,1.828083633,2.50842462,2686573,3.6,-0.4,19484.21,-7.228744391,55958.75,2.563166439,39000,0,0,0
DE12,DE,227,2014,2.664831061,109251.07,3.963008904,2.50842462,2702831,3.5,-0.1,20636.55,5.745938152,58005.6,3.592474545,40300,0,0,0
DE12,DE,227,2015,2.664831061,113393.3,3.721367868,2.50842462,2721266,3.3,-0.2,21643.78,4.765433977,59879.69,3.179782491,41400,0,0,1
DE12,DE,227,2016,2.664831061,116091.12,2.351309333,2.50842462,2761977,3.1,-0.2,22581.36,4.240667195,61961.46,3.417519634,41900,0,0,1
DE12,DE,227,2017,2.664831061,121424.94,4.492089411,2.50842462,2779314,3.3,0.2,24494.24,8.131320067,64684.33,4.300639857,43600,0,0,1
DE12,DE,227,2018,2.664831061,125216.14,3.074507,2.50842462,2795783,3,-0.3,26499.4,7.868410336,66859.18,3.306963906,44700,0,0,1
DE13,DE,134,2012,1.847647478,70820.85,1.624470876,1.847647478,2150906,2.9,-0.1,15404.11,9.030097021,37353.82,4.253868668,32800,0,0,0
DE13,DE,134,2013,1.847647478,73082.53,3.143590163,1.847647478,2162340,2.9,0,15408.39,0.027780933,38638.42,3.381193612,33700,0,0,0
DE13,DE,134,2014,1.847647478,76710.87,4.845406882,1.847647478,2174500,3,0.1,15905.44,3.174902281,40328.18,4.280336193,35100,0,0,0
DE13,DE,134,2015,1.847647478,79014.61,2.958935275,1.847647478,2191622,2.5,-0.5,16988.07,6.585014392,41735.32,3.429729253,35800,0,0,1
DE13,DE,134,2016,1.847647478,81276.92,2.822931733,1.847647478,2224535,3,0.5,17491.28,2.919113803,43251.09,3.567466267,36400,0,0,1
DE13,DE,134,2017,1.847647478,84334.8,3.69325018,1.847647478,2239734,2.9,-0.1,19795.71,12.37627765,45115.74,4.220875247,37500,0,0,1
DE13,DE,134,2018,1.847647478,87541.7,3.732066006,1.847647478,2254674,2.6,-0.3,20333.48,2.680354104,47193.67,4.502858559,38700,0,0,1
DE14,DE,379,2012,2.734926355,64833.96,1.838512583,2.734926355,1765089,2.7,-0.4,15848.7,9.917796668,33729.96,4.404736175,36700,0,0,0
DE14,DE,379,2013,2.734926355,66807.63,2.998775542,2.734926355,1772630,2.9,0.2,15734.35,-0.724125755,34978.13,3.633654586,37600,0,0,0
DE14,DE,379,2014,2.734926355,69335.85,3.714479287,2.734926355,1781066,2.7,-0.2,15362.03,-2.394734003,36020.41,2.936271321,38800,0,0,0
DE14,DE,379,2015,2.734926355,72087.91,3.892425801,2.734926355,1795468,3,0.3,16411.2,6.606514813,37462.56,3.925631199,39800,0,0,1
DE14,DE,379,2016,2.734926355,75618.64,4.781646718,2.734926355,1823573,2.6,-0.4,16966.91,3.330094806,39133,4.362406656,41300,0,0,1
DE14,DE,379,2017,2.734926355,78540.53,3.791198364,2.734926355,1834567,2.2,-0.4,17184.06,1.271723331,40646.6,3.794909086,42700,0,0,1
DE14,DE,379,2018,2.734926355,81455.15,3.643776474,2.734926355,1846280,1.9,-0.3,19872.97,14.5378307,42349.11,4.103221387,44000,0,0,1
DE21,DE,870,2012,3.035261128,216346.92,3.084565281,2.929174595,4363176,2.7,-0.1,55810.15,2.653303428,102207.28,4.963885419,49300,0,0,0
DE21,DE,870,2013,3.035261128,225083.98,3.959034663,2.929174595,4415649,2.5,-0.2,58111.71,4.041144012,106718.47,4.319133737,50700,0,0,0
DE21,DE,870,2014,3.035261128,234156.72,3.951705776,2.929174595,4469342,2.5,0,58810.51,1.195338783,111753.37,4.610014416,52100,0,0,0
DE21,DE,870,2015,3.035261128,245114.86,4.573628224,2.929174595,4519979,2.7,0.2,61429.07,4.356259545,117791.43,5.262112851,53800,0,0,1
DE21,DE,870,2016,3.035261128,255771.58,4.255786354,2.929174595,4588944,2.4,-0.3,62589.02,1.870668748,123884.74,5.043609906,55500,0,0,1
DE21,DE,870,2017,3.035261128,268846.47,4.985569262,2.929174595,4633323,2.2,-0.2,67967.26,8.243625528,129765.47,4.637712702,57900,0,0,1
DE21,DE,870,2018,3.035261128,274190.4,1.96822824,2.929174595,4649534,2.3,0.1,73030.14,7.184611401,135606.89,4.40314412,58700,0,0,1
DE22,DE,19,2012,3.157280615,39145.71,-0.074233451,3.157280615,1175923,3.3,0.5,8059.22,4.844856415,19159.54,4.718851236,33200,0,0,0
DE22,DE,19,2013,3.157280615,40316.14,2.946104716,3.157280615,1181472,3.2,-0.1,8229.93,2.096073154,19848.01,3.530298631,34000,0,0,0
DE22,DE,19,2014,3.157280615,42811.32,6.005066855,3.157280615,1189153,2.9,-0.3,8994.91,8.888135261,20842.39,4.888514339,35900,0,0,0
DE22,DE,19,2015,3.157280615,43883.57,2.473743675,3.157280615,1197558,2.5,-0.4,9254.72,2.847482986,21763.47,4.324398258,36400,0,0,1
DE22,DE,19,2016,3.157280615,45534.06,3.6920627,3.157280615,1212119,2.1,-0.4,10293.82,10.64100235,22684.76,4.14604572,37500,0,0,1
DE22,DE,19,2017,3.157280615,47935.81,5.140220692,3.157280615,1219397,2.1,0,10257.97,-0.348875075,23653.35,4.181142057,39100,0,0,1
