NUTS2,Country,Year,Exposure,NUTS2_GDP,NUTS2_GDP_G,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
AT11,AT,2012,3.315626671,7365.43,4.909175348,285782,4.6,0.8,1943,12.42371693,3434,4.314219527,25700,0,0,0
AT11,AT,2013,3.315626671,7539.32,2.333455982,286691,4.3,-0.3,1838,-5.555514646,3562,3.659642239,26300,0,0,0
AT11,AT,2014,3.315626671,7737.13,2.589882553,287416,4.8,0.5,1894,3.001297083,3707,3.99007393,26900,0,0,0
AT11,AT,2015,3.315626671,8040.55,3.846667101,288356,5.2,0.4,1897,0.158269619,3793,2.293433854,27800,0,0,1
AT11,AT,2016,3.315626671,8351.77,3.797600364,291011,5.7,0.5,1894,-0.158269619,3917,3.216879198,28600,0,0,1
AT11,AT,2017,3.315626671,8717.79,4.289227299,291942,5.2,-0.5,2192,14.61233743,4084,4.175084562,29800,0,0,1
AT11,AT,2018,3.315626671,8964.81,2.794114787,292675,4.2,-1,2196,0.182315456,4299,5.130553721,30600,0,0,1
AT12,AT,2012,3.9004366,49802.6,2.627001873,1614455,4.6,0.1,11740,1.061835632,23073,3.915657097,30800,0,0,0
AT12,AT,2013,3.9004366,50470.13,1.331448463,1618592,5,0.4,12726,8.064533041,23716,2.74868231,31100,0,0,0
AT12,AT,2014,3.9004366,52049.38,3.081120723,1625485,5.1,0.1,12350,-2.999108174,24402,2.851517031,31900,0,0,0
AT12,AT,2015,3.9004366,53884.36,3.464738547,1636778,5.2,0.1,12888,4.26405828,25083,2.752522968,32800,0,0,1
AT12,AT,2016,3.9004366,55570.82,3.081797451,1653691,5.2,0,12744,-1.123607327,26045,3.763548536,33500,0,0,1
AT12,AT,2017,3.9004366,58207.93,4.63633564,1665753,4.8,-0.4,13559,6.198996087,26989,3.560356439,34900,0,0,1
AT12,AT,2018,3.9004366,60466.27,3.806408915,1670668,3.8,-1,14433,6.246671791,28420,5.166374708,36100,0,0,1
AT13,AT,2012,5.465406288,81981.67,1.516434933,1717084,8.9,0.8,18265,0.548999457,40502,3.917528433,47500,0,0,0
AT13,AT,2013,5.465406288,83117.69,1.376186957,1741246,9.3,0.4,18502,1.28921741,41209,1.730532349,47400,0,0,0
AT13,AT,2014,5.465406288,84749.77,1.944547713,1766746,10.2,0.9,18827,1.741317539,42222,2.428473311,47600,0,0,0
AT13,AT,2015,5.465406288,87284.43,2.946906403,1797337,10.6,0.4,19302,2.491670774,43298,2.516503235,48100,0,0,1
AT13,AT,2016,5.465406288,91942.33,5.198943625,1840226,11.3,0.7,20390,5.48358671,45217,4.336667776,49600,0,0,1
AT13,AT,2017,5.465406288,92880.63,1.015358764,1867582,10.4,-0.9,21176,3.782388034,46618,3.051361032,49500,0,0,1
AT13,AT,2018,5.465406288,97183.81,4.528901349,1888776,10,-0.4,23390,9.944011567,48600,4.163679826,51400,0,0,1
AT21,AT,2012,5.45416202,17771.87,1.266150062,556027,5,0.7,4077,2.659532914,8495,3.290754606,32000,0,0,0
AT21,AT,2013,5.45416202,17907.85,0.762229403,555473,5.5,0.5,4035,-1.035512212,8745,2.900435335,32200,0,0,0
AT21,AT,2014,5.45416202,18419.82,2.818809459,555881,6,0.5,4137,2.496458576,8945,2.261260849,33100,0,0,0
AT21,AT,2015,5.45416202,18717.18,1.601455988,557641,6.1,0.1,4363,5.318900666,9140,2.156566851,33500,0,0,1
AT21,AT,2016,5.45416202,19093.92,1.992814109,560482,5.4,-0.7,4322,-0.944163606,9357,2.346434083,34000,0,0,1
AT21,AT,2017,5.45416202,19910.2,4.186220346,561077,4.8,-0.6,4685,8.064765761,9616,2.73036515,35500,0,0,1
AT21,AT,2018,5.45416202,20887.29,4.790867678,560898,4.1,-0.7,4984,6.186686579,10103,4.940403165,37200,0,0,1
AT22,AT,2012,3.571708961,40956,3.703901431,1208696,4,0.4,9139,0.87922316,19781,3.775977185,33900,0,0,0
AT22,AT,2013,3.571708961,41303.53,0.844964876,1210971,4.7,0.7,9648,5.419966969,20173,1.962319562,34100,0,0,0
AT22,AT,2014,3.571708961,42710.57,3.349846212,1215246,5,0.3,9666,0.186393344,20760,2.868298165,35100,0,0,0
AT22,AT,2015,3.571708961,43721.27,2.338828079,1221570,4.7,-0.3,10014,3.536954048,21446,3.25100895,35700,0,0,1
AT22,AT,2016,3.571708961,45542.87,4.081936879,1232012,5.1,0.4,10981,9.218239271,22234,3.608450101,36900,0,0,1
AT22,AT,2017,3.571708961,47499.91,4.207373613,1237298,4.5,-0.6,11683,6.196828712,23172,4.132200442,38400,0,0,1
AT22,AT,2018,3.571708961,48781.03,2.661369147,1240214,4,-0.5,12110,3.589676383,24570,5.85815333,39300,0,0,1
AT31,AT,2012,5.124839114,53978.67,2.636479487,1413866,3.3,-0.1,11985,10.17052195,25811,4.614556842,38100,0,0,0
AT31,AT,2013,5.124839114,55424.89,2.643980231,1418498,4.3,1,12272,2.366437674,26752,3.580847925,39000,0,0,0
AT31,AT,2014,5.124839114,57136.85,3.042049669,1425422,4.1,-0.2,12331,0.479617226,27438,2.5319677,39900,0,0,0
AT31,AT,2015,5.124839114,58650.83,2.615245922,1437251,4.1,0,12744,3.294415572,28413,3.491787301,40600,0,0,1
AT31,AT,2016,5.124839114,60754.1,3.523284291,1453948,4.5,0.4,13861,8.401856862,29464,3.632239223,41600,0,0,1
AT31,AT,2017,5.124839114,63010.29,3.646347673,1465045,4,-0.5,14651,5.542945129,30448,3.285113141,42900,0,0,1
AT31,AT,2018,5.124839114,66148.87,4.860976164,1473576,3.2,-0.8,15470,5.439407207,32129,5.373873853,44800,0,0,1
AT32,AT,2012,4.099692567,23886.5,4.010924124,529704,2.9,0,5054,3.421545272,10392,4.618098444,45000,0,0,0
AT32,AT,2013,4.099692567,23965.79,0.331395102,531898,3.2,0.3,5112,1.141070811,10749,3.377644762,45000,0,0,0
AT32,AT,2014,4.099692567,24504.84,2.224325225,534270,3.5,0.3,5493,7.188383729,10991,2.22640291,45700,0,0,0
AT32,AT,2015,4.099692567,25603.96,4.387637796,538575,3.5,0,5761,4.763651639,11330,3.037731895,47300,0,0,1
AT32,AT,2016,4.099692567,26805.49,4.585969026,545815,3.4,-0.1,6374,10.11161452,11778,3.877930948,48900,0,0,1
AT32,AT,2017,4.099692567,27652.5,3.110942251,549263,3.1,-0.3,6530,2.417972729,12185,3.397230255,50200,0,0,1
AT32,AT,2018,4.099692567,28690.51,3.685026627,552579,2.8,-0.3,7172,9.377761245,12752,4.548243497,51800,0,0,1
AT33,AT,2012,7.57248328,28190.68,4.506416076,711581,2.8,0.1,6871,2.490366673,12367,4.62543669,39500,1,0,0
AT33,AT,2013,7.57248328,28939.63,2.622050918,715888,3.1,0.3,7095,3.208065456,12810,3.519448115,40300,1,0,0
AT33,AT,2014,7.57248328,29853.47,3.108914494,722038,3.2,0.1,7268,2.409083992,13239,3.294090305,41200,1,0,0
AT33,AT,2015,7.57248328,31193.44,4.390673531,728826,3,-0.2,7640,4.991645264,13795,4.113918871,42600,1,0,1
AT33,AT,2016,7.57248328,32355.39,3.657280592,739139,3.5,0.5,8134,6.265520431,14399,4.285255206,43600,1,0,1
AT33,AT,2017,7.57248328,33386.62,3.13745987,746153,3.3,-0.2,8616,5.756813237,14969,3.882263621,44600,1,0,1
AT33,AT,2018,7.57248328,34848.71,4.286089982,751140,2.4,-0.9,8883,3.051839793,15851,5.725119388,46300,1,0,1
AT34,AT,2012,7.328100838,14583.63,2.37253859,370926,4,-0.1,3095,11.74599861,6432,3.415891881,39200,1,0,0
AT34,AT,2013,7.328100838,15116.8,3.590704136,372603,3.6,-0.4,3400,9.398752549,6760,4.973735818,40400,1,0,0
AT34,AT,2014,7.328100838,15860.95,4.805340539,375282,3.4,-0.2,3525,3.610500464,7052,4.228837448,42100,1,0,0
AT34,AT,2015,7.328100838,17040.9,7.175622338,378592,3.5,0.1,3529,0.113410843,7327,3.825489064,44700,1,0,1
AT34,AT,2016,7.328100838,17060.08,0.112489448,384147,3.4,-0.1,3892,9.790861963,7635,4.117678349,44100,1,0,1
AT34,AT,2017,7.328100838,17964.82,5.167416965,388752,3.7,0.3,4181,7.162728805,7969,4.281607575,46000,1,0,1
AT34,AT,2018,7.328100838,19318.37,7.264105566,391741,3.3,-0.4,4195,0.334288754,8363,4.825819998,49200,1,0,1
BE10,BE,2012,11.82558809,73165.33,2.706566754,1151317,17.4,0.4,12503,0.439258137,39203.8,2.824973541,63200,1,1,0
BE10,BE,2013,11.82558809,73996.67,1.12984173,1165208,19.2,1.8,12698.7,1.553101051,39929.2,1.833420494,63300,1,1,0
BE10,BE,2014,11.82558809,76063.94,2.755421018,1172751,18.3,-0.9,13665.5,7.337478252,40468.7,1.342095,64500,1,1,0
BE10,BE,2015,11.82558809,78923.78,3.690827424,1184101,17.3,-1,13983.7,2.301795706,40194.8,-0.679120179,66200,1,1,1
BE10,BE,2016,11.82558809,80108.98,1.490538104,1201285,16.8,-0.5,14138.4,1.10021343,40381.4,0.463164889,66700,1,1,1
BE10,BE,2017,11.82558809,82314.49,2.715919772,1199095,14.9,-1.9,14812.9,4.660392286,41228.6,2.076290737,68500,1,1,1
BE10,BE,2018,11.82558809,84232.03,2.302809734,1205492,13.2,-1.7,15630.7,5.373850635,42032.6,1.931331739,69600,1,1,1
BE21,BE,2012,12.88247315,73214.58,3.122708919,1787490,5.3,-0.4,17406.6,0.137973876,35829.3,3.254805739,40800,1,1,0
BE21,BE,2013,12.88247315,74425.63,1.64057903,1798605,6.2,0.9,16668.1,-4.335273158,36576.8,2.064816521,41300,1,1,0
BE21,BE,2014,12.88247315,76009.28,2.105506633,1806634,6.1,-0.1,18554.6,10.72210237,36830.7,0.691757688,42000,1,1,0
BE21,BE,2015,12.88247315,79399.75,4.363978154,1817033,6.1,0,18677.1,0.658043775,37615.4,2.108180449,43600,1,1,1
BE21,BE,2016,12.88247315,82310.74,3.600637771,1828927,6.1,0,22079,16.7328756,38309.9,1.829480741,44900,1,1,1
BE21,BE,2017,12.88247315,85100.52,3.333154867,1838863,5.9,-0.2,21486.8,-2.718813743,39817.7,3.860318862,46100,1,1,1
BE21,BE,2018,12.88247315,87895.13,3.231125327,1849523,4.4,-1.5,22012.5,2.417168072,41362.6,3.806555385,47400,1,1,1
BE23,BE,2012,12.26940669,46065.4,2.795332178,1457428,4.1,0.3,11660.1,4.296800215,23210.8,3.663766988,31500,1,1,0
BE23,BE,2013,12.26940669,47151.27,2.329881812,1463614,4,-0.1,11760.6,0.858220436,23688.9,2.03888964,32100,1,1,0
BE23,BE,2014,12.26940669,47919.5,1.616157567,1471126,4.3,0.3,11773.2,0.10708004,24032.5,1.440049696,32500,1,1,0
BE23,BE,2015,12.26940669,50199.86,4.648971815,1479049,4.4,0.1,12341.9,4.717421548,24673.9,2.633892383,33800,1,1,1
BE23,BE,2016,12.26940669,52023.45,3.568234062,1489084,4.2,-0.2,12809.4,3.717929895,25418.5,2.973125057,34800,1,1,1
BE23,BE,2017,12.26940669,54308.23,4.298120237,1498483,3.4,-0.8,13582.6,5.861028543,26425.6,3.88559819,36100,1,1,1
BE23,BE,2018,12.26940669,55639.34,2.421472418,1506232,2.7,-0.7,14456.3,6.234074387,27532.8,4.104478394,36800,1,1,1
BE32,BE,2012,43.28317393,29696.97,1.132939498,1325819,12.1,0.4,6325,1.986397305,16541.4,2.979617429,22400,1,1,0
BE32,BE,2013,43.28317393,29983.23,0.959320496,1331455,13.3,1.2,5990.4,-5.435184675,16829.4,1.726102764,22500,1,1,0
BE32,BE,2014,43.28317393,30746.54,2.513924223,1334423,14.4,1.1,6712.8,11.38579637,16921.4,0.545173613,23000,1,1,0
BE32,BE,2015,43.28317393,31410.76,2.137304178,1337780,13.3,-1.1,6972.3,3.792900442,17106,1.085018609,23500,1,1,1
BE32,BE,2016,43.28317393,32056.09,2.033667154,1341267,11.8,-1.5,6346.6,-9.402591955,17249,0.832489162,23900,1,1,1
BE32,BE,2017,43.28317393,32997.59,2.894734758,1342053,11.4,-0.4,7008.5,9.920446168,18091.6,4.769357137,24600,1,1,1
BE32,BE,2018,43.28317393,34248.11,3.719685221,1343756,10,-1.4,7364.8,4.958819596,18259.5,0.923775038,25500,1,1,1
BE35,BE,2012,17.1267199,11726.41,2.25202248,482728,7.3,-0.7,2888.6,3.397795481,6365.7,3.398443464,24200,1,1,0
BE35,BE,2013,17.1267199,11881.71,1.315668,484880,10.4,3.1,2523.2,-13.52440185,6509.5,2.233844596,24500,1,1,0
BE35,BE,2014,17.1267199,12130.92,2.075732212,486230,8.9,-1.5,2638,4.449311707,6530.3,0.319023568,24900,1,1,0
BE35,BE,2015,17.1267199,12346.72,1.763287566,488876,10.9,2,2853.2,7.842011713,6528.8,-0.022972487,25200,1,1,1
BE35,BE,2016,17.1267199,12720.25,2.980477105,492074,9.7,-1.2,2753.3,-3.564097917,6689.2,2.427112635,25800,1,1,1
BE35,BE,2017,17.1267199,13090.9,2.872212053,494127,7.4,-2.3,2950.8,6.927612777,6911.8,3.273581037,26500,1,1,1
BE35,BE,2018,17.1267199,13520.52,3.229119908,495158,8.5,1.1,3162,6.912841876,7185.6,3.884892745,27300,1,1,1
CY00,CY,2012,9.241201293,19440.78,-1.846203461,862011,11.9,4,3014.33,-22.36364084,9375.61,-1.500691373,22500,1,0,0
CY00,CY,2013,9.241201293,17994.97,-7.728064728,865878,15.9,4,2540.01,-17.12095652,8342.82,-11.67103477,20900,1,0,0
CY00,CY,2014,9.241201293,17430.16,-3.189023533,858000,16.1,0.2,2325.97,-8.80308617,7869.96,-5.834830889,20400,1,0,0
CY00,CY,2015,9.241201293,17883.96,2.570218267,847008,15,-1.1,2302.78,-1.002006763,7896.09,0.331472042,21100,1,0,1
CY00,CY,2016,9.241201293,18929.34,5.680887759,848319,13,-2,3429.08,39.81749149,8196.85,3.738223388,22200,1,0,1
CY00,CY,2017,9.241201293,20245.26,6.720759276,854802,11.1,-1.9,4223.93,20.84739707,8801.69,7.119381437,23600,1,0,1
CY00,CY,2018,9.241201293,21612.6,6.535578587,864236,8.4,-2.7,4070.87,-3.690923847,9441.47,7.016793987,24800,1,0,1
DE11,DE,2012,5.416501444,175849.17,3.168244688,3924922,3.4,-0.3,37796.36,6.431270478,90392.09,4.786148215,44700,0,0,0
DE11,DE,2013,5.416501444,180470.23,2.593919445,3947568,3.7,0.3,38225.3,1.128479836,93988.13,3.901173413,45600,0,0,0
DE11,DE,2014,5.416501444,187384.86,3.759874336,3972881,3.1,-0.6,38986.49,1.971757581,97455.33,3.622562147,47000,0,0,0
DE11,DE,2015,5.416501444,198850.19,5.938715036,4008288,3.4,0.3,41365.58,5.92339582,101896.83,4.456671164,49200,0,0,1
DE11,DE,2016,5.416501444,201929.14,1.536511663,4069533,3.3,-0.1,42594.86,2.928445466,106012.1,3.959240773,49400,0,0,1
DE11,DE,2017,5.416501444,212966.29,5.321704649,4098278,3,-0.3,47168.86,10.20003404,111272.52,4.842908899,51800,0,0,1
DE11,DE,2018,5.416501444,221910.2,4.113890526,4126688,2.3,-0.7,51676.21,9.126359177,116033.87,4.189980372,53700,0,0,1
DE12,DE,2012,5.990199139,103103.95,1.164017423,2671524,4,-0.2,20944.83,5.561512759,54542.66,4.107266308,38500,1,0,0
DE12,DE,2013,5.990199139,105006.11,1.828083633,2686573,3.6,-0.4,19484.21,-7.228744391,55958.75,2.563166439,39000,1,0,0
DE12,DE,2014,5.990199139,109251.07,3.963008904,2702831,3.5,-0.1,20636.55,5.745938152,58005.6,3.592474545,40300,1,0,0
DE12,DE,2015,5.990199139,113393.3,3.721367868,2721266,3.3,-0.2,21643.78,4.765433977,59879.69,3.179782491,41400,1,0,1
DE12,DE,2016,5.990199139,116091.12,2.351309333,2761977,3.1,-0.2,22581.36,4.240667195,61961.46,3.417519634,41900,1,0,1
DE12,DE,2017,5.990199139,121424.94,4.492089411,2779314,3.3,0.2,24494.24,8.131320067,64684.33,4.300639857,43600,1,0,1
DE12,DE,2018,5.990199139,125216.14,3.074507,2795783,3,-0.3,26499.4,7.868410336,66859.18,3.306963906,44700,1,0,1
DE13,DE,2012,2.544546166,70820.85,1.624470876,2150906,2.9,-0.1,15404.11,9.030097021,37353.82,4.253868668,32800,0,0,0
DE13,DE,2013,2.544546166,73082.53,3.143590163,2162340,2.9,0,15408.39,0.027780933,38638.42,3.381193612,33700,0,0,0
DE13,DE,2014,2.544546166,76710.87,4.845406882,2174500,3,0.1,15905.44,3.174902281,40328.18,4.280336193,35100,0,0,0
DE13,DE,2015,2.544546166,79014.61,2.958935275,2191622,2.5,-0.5,16988.07,6.585014392,41735.32,3.429729253,35800,0,0,1
DE13,DE,2016,2.544546166,81276.92,2.822931733,2224535,3,0.5,17491.28,2.919113803,43251.09,3.567466267,36400,0,0,1
DE13,DE,2017,2.544546166,84334.8,3.69325018,2239734,2.9,-0.1,19795.71,12.37627765,45115.74,4.220875247,37500,0,0,1
DE13,DE,2018,2.544546166,87541.7,3.732066006,2254674,2.6,-0.3,20333.48,2.680354104,47193.67,4.502858559,38700,0,0,1
DE14,DE,2012,3.334999047,64833.96,1.838512583,1765089,2.7,-0.4,15848.7,9.917796668,33729.96,4.404736175,36700,0,0,0
DE14,DE,2013,3.334999047,66807.63,2.998775542,1772630,2.9,0.2,15734.35,-0.724125755,34978.13,3.633654586,37600,0,0,0
DE14,DE,2014,3.334999047,69335.85,3.714479287,1781066,2.7,-0.2,15362.03,-2.394734003,36020.41,2.936271321,38800,0,0,0
DE14,DE,2015,3.334999047,72087.91,3.892425801,1795468,3,0.3,16411.2,6.606514813,37462.56,3.925631199,39800,0,0,1
DE14,DE,2016,3.334999047,75618.64,4.781646718,1823573,2.6,-0.4,16966.91,3.330094806,39133,4.362406656,41300,0,0,1
DE14,DE,2017,3.334999047,78540.53,3.791198364,1834567,2.2,-0.4,17184.06,1.271723331,40646.6,3.794909086,42700,0,0,1
DE14,DE,2018,3.334999047,81455.15,3.643776474,1846280,1.9,-0.3,19872.97,14.5378307,42349.11,4.103221387,44000,0,0,1
DE21,DE,2012,7.126102313,216346.92,3.084565281,4363176,2.7,-0.1,55810.15,2.653303428,102207.28,4.963885419,49300,1,0,0
DE21,DE,2013,7.126102313,225083.98,3.959034663,4415649,2.5,-0.2,58111.71,4.041144012,106718.47,4.319133737,50700,1,0,0
DE21,DE,2014,7.126102313,234156.72,3.951705776,4469342,2.5,0,58810.51,1.195338783,111753.37,4.610014416,52100,1,0,0
DE21,DE,2015,7.126102313,245114.86,4.573628224,4519979,2.7,0.2,61429.07,4.356259545,117791.43,5.262112851,53800,1,0,1
DE21,DE,2016,7.126102313,255771.58,4.255786354,4588944,2.4,-0.3,62589.02,1.870668748,123884.74,5.043609906,55500,1,0,1
DE21,DE,2017,7.126102313,268846.47,4.985569262,4633323,2.2,-0.2,67967.26,8.243625528,129765.47,4.637712702,57900,1,0,1
DE21,DE,2018,7.126102313,274190.4,1.96822824,4649534,2.3,0.1,73030.14,7.184611401,135606.89,4.40314412,58700,1,0,1
DE22,DE,2012,3.611870202,39145.71,-0.074233451,1175923,3.3,0.5,8059.22,4.844856415,19159.54,4.718851236,33200,0,0,0
DE22,DE,2013,3.611870202,40316.14,2.946104716,1181472,3.2,-0.1,8229.93,2.096073154,19848.01,3.530298631,34000,0,0,0
DE22,DE,2014,3.611870202,42811.32,6.005066855,1189153,2.9,-0.3,8994.91,8.888135261,20842.39,4.888514339,35900,0,0,0
DE22,DE,2015,3.611870202,43883.57,2.473743675,1197558,2.5,-0.4,9254.72,2.847482986,21763.47,4.324398258,36400,0,0,1
DE22,DE,2016,3.611870202,45534.06,3.6920627,1212119,2.1,-0.4,10293.82,10.64100235,22684.76,4.14604572,37500,0,0,1
DE22,DE,2017,3.611870202,47935.81,5.140220692,1219397,2.1,0,10257.97,-0.348875075,23653.35,4.181142057,39100,0,0,1
DE22,DE,2018,3.611870202,48582.08,1.339191436,1230037,2,-0.1,10157.18,-0.987411985,24655.34,4.148875593,39400,0,0,1
DE23,DE,2012,3.725428178,37654.05,2.22955998,1072091,3.2,-0.2,8870.8,2.707793481,19018.02,4.032802375,35100,0,0,0
DE23,DE,2013,3.725428178,38675.06,2.675442967,1074738,3.4,0.2,7658.1,-14.70010727,19652.01,3.279267241,35900,0,0,0
DE23,DE,2014,3.725428178,41027.3,5.904275093,1077991,2.7,-0.7,9404.36,20.54095003,20717.86,5.281650704,38000,0,0,0
DE23,DE,2015,3.725428178,42167.13,2.74033088,1082761,2.8,0.1,9875.1,4.884302579,21728.6,4.763323493,38800,0,0,1
DE23,DE,2016,3.725428178,43575.02,3.28430428,1092339,2.9,0.1,10859.62,9.503488578,22733.85,4.522563806,39800,0,0,1
DE23,DE,2017,3.725428178,46164.86,5.773485223,1098378,2.2,-0.7,10933.85,0.68121586,23893.94,4.976986711,41900,0,0,1
DE23,DE,2018,3.725428178,47170.06,2.154046667,1104407,1.9,-0.3,12338.09,12.08277436,25006.69,4.551851877,42600,0,0,1
DE24,DE,2012,5.513615893,33272.79,2.319528751,1061573,3.3,-0.9,6242.49,7.772660566,17831.08,3.778573374,31400,0,0,0
DE24,DE,2013,5.513615893,33917.58,1.919351819,1058711,3.9,0.6,5811.46,-7.154731107,18262.02,2.388049125,32100,0,0,0
DE24,DE,2014,5.513615893,35070.77,3.343455596,1056365,4,0.1,6324.53,8.460389338,18887.56,3.368001093,33200,0,0,0
DE24,DE,2015,5.513615893,36735.62,4.637883657,1055955,3.9,-0.1,6954.66,9.497621493,19612.99,3.768859752,34700,0,0,1
DE24,DE,2016,5.513615893,38118.81,3.696100452,1059358,3.3,-0.6,6516.52,-6.507144737,20355.57,3.71624827,35900,0,0,1
DE24,DE,2017,5.513615893,40020.88,4.869345683,1062394,3,-0.3,7179.47,9.688507306,21199.83,4.063857827,37600,0,0,1
DE24,DE,2018,5.513615893,41096,2.650947525,1066840,2.3,-0.7,8337.78,14.95714297,22016.65,3.780582252,38500,0,0,1
DE25,DE,2012,7.655531993,64204.87,3.601331478,1688414,3.7,-0.3,13817.22,-5.127114786,35500.13,4.939010246,37900,1,0,0
DE25,DE,2013,7.655531993,65840.01,2.514864374,1698515,3.1,-0.6,15061.83,8.624808857,36273.93,2.156294299,38700,1,0,0
DE25,DE,2014,7.655531993,68544,4.024816657,1707376,3.1,0,16385.27,8.421903157,37755.43,4.003000497,40100,1,0,0
DE25,DE,2015,7.655531993,70811.3,3.254271766,1715195,3,-0.1,15892.22,-3.05530792,39330.33,4.086667054,41000,1,0,1
DE25,DE,2016,7.655531993,73937.96,4.320777071,1738686,2.5,-0.5,16604.96,4.387176461,41083.79,4.361766286,42400,1,0,1
DE25,DE,2017,7.655531993,77429.61,4.614290239,1750059,2.1,-0.4,19612.82,16.64819881,42933.79,4.404552178,44100,1,0,1
DE25,DE,2018,7.655531993,80419.44,3.788667242,1759643,1.8,-0.3,18057.04,-8.264779761,44454.66,3.481063177,45600,1,0,1
DE26,DE,2012,2.730037609,45034.41,1.382619877,1299076,3.5,0,8233.67,4.474693576,22631.15,3.696373921,34700,0,0,0
DE26,DE,2013,2.730037609,45816.21,1.72110944,1297727,3.3,-0.2,7908.39,-4.030762358,23189.41,2.436843309,35300,0,0,0
DE26,DE,2014,2.730037609,47398.06,3.394334096,1297992,2.9,-0.4,8174.89,3.31430398,24005.56,3.458976124,36500,0,0,0
DE26,DE,2015,2.730037609,48545.3,2.391608304,1298849,3,0.1,8969.46,9.275821255,24931.32,3.78393742,37300,0,0,1
DE26,DE,2016,2.730037609,50561.41,4.069125447,1306048,2.5,-0.5,8929.32,-0.448522942,25720.48,3.116271733,38700,0,0,1
DE26,DE,2017,2.730037609,52641.35,4.031329548,1309209,2.3,-0.2,9629.1,7.544951933,26783.1,4.048352988,40100,0,0,1
DE26,DE,2018,2.730037609,53804.13,2.184829744,1313375,2,-0.3,11055.53,13.81409918,27823.41,3.810666108,40900,0,0,1
DE27,DE,2012,2.783003589,60853.37,3.362542002,1783119,3.2,-0.2,12750.04,-2.673806899,31081.17,4.81759937,34000,0,0,0
DE27,DE,2013,2.783003589,62294.17,2.340064197,1792759,3.3,0.1,13227.83,3.678853466,32108.4,3.251550857,34600,0,0,0
DE27,DE,2014,2.783003589,65057.58,4.340488196,1806025,3,-0.3,14831.1,11.44033839,33485.26,4.198766386,35900,0,0,0
DE27,DE,2015,2.783003589,67430.32,3.582204448,1821271,3,0,16007.36,7.63222891,34888.23,4.104418104,36800,0,0,1
DE27,DE,2016,2.783003589,70218.51,4.051718309,1846020,2.7,-0.3,16794.26,4.798854489,36091.24,3.390065357,37900,0,0,1
DE27,DE,2017,2.783003589,72765.88,3.563521253,1857991,2.6,-0.1,16817.22,0.136620009,37820.2,4.679317481,39000,0,0,1
DE27,DE,2018,2.783003589,75390.62,3.543570007,1873368,2.4,-0.2,18222.45,8.025098895,39562.78,4.504542586,40100,0,0,1
DE30,DE,2012,5.999520845,109771.99,1.524442182,3326002,10.4,-1.3,20433.57,14.4292693,56657.96,3.646065625,32800,1,0,0
DE30,DE,2013,5.999520845,112881.34,2.793178214,3375222,10.4,0,20639.37,1.00212803,58605.22,3.37912816,33200,1,0,0
DE30,DE,2014,5.999520845,118518.73,4.873382867,3421829,9.8,-0.6,22882.1,10.31545286,61717.9,5.175023117,34400,1,0,0
DE30,DE,2015,5.999520845,124913.91,5.255377287,3469849,9.5,-0.3,24696.39,7.630213359,65500.82,5.948865936,35700,1,0,1
DE30,DE,2016,5.999520845,133210.31,6.430437749,3520031,7.8,-1.7,25774.08,4.271225666,69301.62,5.64056209,37600,1,0,1
DE30,DE,2017,5.999520845,140810.88,5.548855595,3574830,7,-0.8,26132.07,1.379395992,74574.57,7.333128183,39200,1,0,1
DE30,DE,2018,5.999520845,149848.82,6.220920572,3613495,6.1,-0.9,28634.95,9.146470405,79905.62,6.904662384,41300,1,0,1
DE40,DE,2012,7.626005035,58904.61,2.469247678,2453180,8.2,-0.6,13166.86,10.46758656,28998.04,2.14526648,24000,1,0,0
DE40,DE,2013,7.626005035,60536.7,2.733043685,2449511,7.3,-0.9,12700.97,-3.602469817,29863.56,2.941076655,24700,1,0,0
DE40,DE,2014,7.626005035,63741.58,5.158730419,2449193,6.7,-0.6,13743.46,7.88847061,30882.32,3.354484382,26000,1,0,0
DE40,DE,2015,7.626005035,65348.29,2.489417605,2457872,5.7,-1,14424.13,4.833942402,32247.78,4.326535179,26400,1,0,1
DE40,DE,2016,7.626005035,67453.09,3.170112038,2484826,4.6,-1.1,15834.53,9.329049985,33430.06,3.600629156,27100,1,0,1
DE40,DE,2017,7.626005035,70632.55,4.605869309,2494648,4.5,-0.1,16591.6,4.670354473,35072.83,4.797126142,28300,1,0,1
DE40,DE,2018,7.626005035,72785.15,3.002086447,2504040,4.1,-0.4,17879.66,7.476721071,36649,4.395938618,29000,1,0,1
DE50,DE,2012,2.048191045,28516.51,4.560916233,652182,6.6,-1.2,5327.69,30.54342065,14793.03,3.519393131,43600,0,0,0
DE50,DE,2013,2.048191045,28824.27,1.07345228,654774,7,0.4,4689.02,-12.7694143,15342.51,3.647128317,43900,0,0,0
DE50,DE,2014,2.048191045,29797.97,3.322252979,657391,6.6,-0.4,4114.13,-13.07962153,15786.76,2.854420699,45200,0,0,0
DE50,DE,2015,2.048191045,30494,2.308967256,661888,5.6,-1,5131.2,22.09121598,16246.99,2.87360468,45700,0,0,1
DE50,DE,2016,2.048191045,31359.68,2.79930484,671489,5.4,-0.2,4968.29,-3.226383344,16909.71,3.99803523,46500,0,0,1
