NUTS2,Country,Year,Exposure,NUTS2_GDP,NUTS2_GDP_G,NUTS2_POP,NUTS2_UNE,NUTS2_UNE_G,NUTS2_GFCF,NUTS2_GFCF_G,NUTS2_COMP,NUTS2_COMP_G,NUTS2_GPC,treat_50,treat_75,app_dummy
ES13,ES,2016,0.026614023,12736.52,3.278126479,582504,14.9,-2.8,1832.6,-7.998394118,5608.9,2.429020823,21900,0,0,1
ES13,ES,2017,0.026614023,13226.25,3.773003382,581490,13.6,-1.3,1735.3,-5.455541443,5769.2,2.817880085,22800,0,0,1
ES13,ES,2018,0.026614023,13743.07,3.833120583,581294,10.7,-2.9,2058.2,17.06515053,6037.8,4.550628446,23700,0,0,1
ES21,ES,2012,12.63465605,62559.25,-2.480362314,2184696,15.6,3.2,12455.8,2.831998672,29917.8,-4.818546787,28700,1,1,0
ES21,ES,2013,12.63465605,61625.89,-1.503203322,2177006,16.6,1,11122.8,-11.31893222,29019.9,-3.047181944,28400,1,1,0
ES21,ES,2014,12.63465605,62677.35,1.691806391,2167166,16.3,-0.3,11876.6,6.5573022,29152,0.454171953,28900,1,1,0
ES21,ES,2015,12.63465605,64990.04,3.623388903,2165100,14.8,-1.5,10971.1,-7.930553495,30126.9,3.289493928,30000,1,1,1
ES21,ES,2016,12.63465605,67126.55,3.234561642,2164066,12.6,-2.2,9106.4,-18.62870797,30876.9,2.458987115,31000,1,1,1
ES21,ES,2017,12.63465605,69658.18,3.702049388,2167323,11.3,-1.3,11659.7,24.71609886,31989.2,3.539001432,32100,1,1,1
ES21,ES,2018,12.63465605,71924.57,3.201779328,2170868,10,-1.3,11719,0.507300467,32975,3.035135277,33100,1,1,1
ES22,ES,2012,15.95603025,17282.13,-3.745682223,640014,16.2,3.2,2677.3,-20.6382646,8132.1,-6.843443421,27000,1,1,0
ES22,ES,2013,15.95603025,17238,-0.255677044,638948,18,1.8,2936.1,9.227334611,7905.7,-2.82351745,27100,1,1,0
ES22,ES,2014,15.95603025,17504.81,1.535945108,636450,15.7,-2.3,3014.9,2.648449202,7962.7,0.718412003,27500,1,1,0
ES22,ES,2015,15.95603025,18146.16,3.598326777,636402,13.8,-1.9,3418.7,12.56936997,8174,2.619024682,28500,1,1,1
ES22,ES,2016,15.95603025,18747.16,3.25833062,637486,12.5,-1.3,3821.5,11.13826538,8462.2,3.465080195,29400,1,1,1
ES22,ES,2017,15.95603025,19528.83,4.084956098,640353,10.2,-2.3,3922.5,2.608618992,8795.9,3.867651673,30500,1,1,1
ES22,ES,2018,15.95603025,20064.26,2.704828764,643866,10,-0.2,4094.2,4.28421324,9169.5,4.159705533,31100,1,1,1
ES24,ES,2012,21.36656265,31963.52,-4.300120532,1343807,18.7,1.6,6646.3,-6.558366938,14637.3,-6.67317037,23800,1,1,0
ES24,ES,2013,21.36656265,32082.84,0.372605525,1338316,21.4,2.7,5522.2,-18.52839772,14201,-3.026068063,24000,1,1,0
ES24,ES,2014,21.36656265,32288.53,0.639075105,1331301,20.2,-1.2,6405.4,14.8365053,14220.1,0.134407204,24300,1,1,0
ES24,ES,2015,21.36656265,32876.07,1.803297869,1326403,16.3,-3.9,6489.6,1.305951093,14621.7,2.785026993,24900,1,1,1
ES24,ES,2016,21.36656265,34214.59,3.990712379,1318571,14.8,-1.5,7138.3,9.527375723,14948,2.207078499,26000,1,1,1
ES24,ES,2017,21.36656265,35638.84,4.078389309,1316072,11.7,-3.1,7288.2,2.078194919,15611,4.339828235,27100,1,1,1
ES24,ES,2018,21.36656265,36868.47,3.392065986,1313135,10.6,-1.1,8962.6,20.68037615,16267.1,4.116886921,28000,1,1,1
ES30,ES,2012,15.18491774,195026.59,-1.747670276,6425522,18.6,2.2,39169.9,8.304611476,98801.6,-3.940303553,30300,1,1,0
ES30,ES,2013,15.18491774,192620.71,-1.24128861,6414620,19.8,1.2,36985.3,-5.73880583,96738.3,-2.110440459,30100,1,1,0
ES30,ES,2014,15.18491774,194959.97,1.20712333,6378297,18.8,-1,37091.9,0.287808053,98825.4,2.134526237,30600,1,1,0
ES30,ES,2015,15.18491774,204244.19,4.652203236,6385298,17.1,-1.7,41307.2,10.7638202,102929.9,4.069351727,31900,1,1,1
ES30,ES,2016,15.18491774,211672.89,3.572582356,6424275,15.7,-1.4,44452.9,7.339338276,105147.9,2.131975648,32800,1,1,1
ES30,ES,2017,15.18491774,222027.6,4.77595871,6476838,13.4,-2.3,46674.6,4.876991782,108623.1,3.251616158,34100,1,1,1
ES30,ES,2018,15.18491774,230813.06,3.880642035,6549520,12.2,-1.2,53291.1,13.25692184,112562.8,3.562719606,35000,1,1,1
ES51,ES,2012,1.55432002,193448.96,-2.781648442,7514991,22.5,3.3,32407.6,-19.8811098,91667.5,-5.957147809,25800,0,0,0
ES51,ES,2013,1.55432002,192006.83,-0.748276075,7480921,23.1,0.6,32052,-1.103337928,88896.2,-3.069850292,25800,0,0,0
ES51,ES,2014,1.55432002,195369.56,1.736200015,7416237,20.3,-2.8,34662.2,7.82901721,89990.4,1.223360102,26400,0,0,0
ES51,ES,2015,1.55432002,204355.42,4.496778832,7396991,18.6,-1.7,36385.8,4.852883262,94322.3,4.701464303,27600,0,0,1
ES51,ES,2016,1.55432002,212704.42,4.004276965,7408290,15.7,-2.9,36271.5,-0.314627971,96741.6,2.532586543,28700,0,0,1
ES51,ES,2017,1.55432002,221476,4.041072904,7441284,13.4,-2.3,38755.1,6.623005111,100596.6,3.907495344,29700,0,0,1
ES51,ES,2018,1.55432002,229097.94,3.383536624,7488718,11.5,-1.9,40631.3,4.727634551,105256.9,4.528556873,30500,0,0,1
ES52,ES,2012,9.982372561,95177.3,-4.649160892,5009650,27.2,3.2,15947.4,-14.81992119,42445.8,-7.700327275,19000,1,0,0
ES52,ES,2013,9.982372561,94309.49,-0.915964714,4987011,28.1,0.9,13464.8,-16.92169337,41132.3,-3.1434267,19000,1,0,0
ES52,ES,2014,9.982372561,96320.94,2.110391981,4956427,25.8,-2.3,14962.7,10.54815647,42067.8,2.248890151,19500,1,0,0
ES52,ES,2015,9.982372561,100110.57,3.85895345,4939674,22.8,-3,16065,7.108255502,43885.8,4.23082029,20300,1,0,1
ES52,ES,2016,9.982372561,103228.97,3.067425556,4932347,20.6,-2.2,16536.7,2.89391608,44888.1,2.258192087,20900,1,0,1
ES52,ES,2017,9.982372561,107785.84,4.319676478,4935182,18.2,-2.4,18825.1,12.96089324,47266.4,5.162695745,21900,1,0,1
ES52,ES,2018,9.982372561,111741.45,3.604142501,4946233,15.6,-2.6,19314.1,2.564431337,49535,4.687980676,22600,1,0,1
ES53,ES,2012,2.763782869,25979.41,-1.598811547,1100715,23.2,1.3,4423.8,-15.50222071,11403.6,-6.44036862,23500,0,0,0
ES53,ES,2013,2.763782869,25931.42,-0.184894033,1110112,22.3,-0.9,4621.7,4.376354754,11145.9,-2.285737774,23300,0,0,0
ES53,ES,2014,2.763782869,26769.81,3.181939914,1115841,20,-2.3,4894.7,5.73903843,11414,2.376895484,23900,0,0,0
ES53,ES,2015,2.763782869,28245.54,5.366080901,1124972,17.3,-2.7,5142.6,4.940580107,12043.3,5.366781659,25000,0,0,1
ES53,ES,2016,2.763782869,29831.36,5.462462015,1135527,13.9,-3.4,5050.4,-1.809134008,12505.7,3.767605167,26100,0,0,1
ES53,ES,2017,2.763782869,31383.36,5.071762697,1150962,12.4,-1.5,6158.8,19.84145053,13126.8,4.847140156,27100,0,0,1
ES53,ES,2018,2.763782869,32740.91,4.234755016,1166923,11.5,-0.9,7563.5,20.54520926,13885.1,5.616038082,27800,0,0,1
ES61,ES,2012,5.122157919,138006.97,-3.826114026,8377810,34.4,4.3,25914.1,-15.13214129,63139.6,-8.358849414,16500,0,0,0
ES61,ES,2013,5.122157919,136048.15,-1.429532393,8393175,36.2,1.8,24650.2,-5.000220807,60853.3,-3.68820983,16200,0,0,0
ES61,ES,2014,5.122157919,137721.51,1.222473549,8388875,34.8,-1.4,25456,3.216645755,61679.6,1.348719447,16400,0,0,0
ES61,ES,2015,5.122157919,144745.24,4.974162894,8399618,31.6,-3.2,25261.5,-0.766997401,64273.7,4.11972832,17200,0,0,1
ES61,ES,2016,5.122157919,148405.76,2.497491237,8403774,28.9,-2.7,24253.1,-4.073705332,65391.5,1.724175324,17700,0,0,1
ES61,ES,2017,5.122157919,155371.22,4.58670773,8408976,25.5,-3.4,27761.5,13.51057245,68050,3.98504485,18500,0,0,1
ES61,ES,2018,5.122157919,160580.41,3.29775927,8410095,23,-2.5,28575.9,2.891353649,71345.4,4.729014183,19100,0,0,1
FI19,FI,2012,4.68654202,46245.26,1.356475125,1365259,8.2,-0.1,11110.3,5.323410756,22643,2.630144482,33800,0,0,0
FI19,FI,2013,4.68654202,46129.17,-0.251346744,1370384,8.5,0.3,9703.61,-13.53746248,22904.68,1.14905031,33600,0,0,0
FI19,FI,2014,4.68654202,46657.16,1.138089412,1374403,8.7,0.2,9959.47,2.602587611,22946.71,0.183331462,33900,0,0,0
FI19,FI,2015,4.68654202,47410.36,1.601437132,1377281,9.8,1.1,9984.85,0.254508689,22978.82,0.139835099,34400,0,0,1
FI19,FI,2016,4.68654202,48275.96,1.809294397,1379116,9.4,-0.4,11141.27,10.95872874,23144.71,0.71933226,35000,0,0,1
FI19,FI,2017,4.68654202,49910.54,3.329848871,1380593,9.3,-0.1,11737.3,5.211557339,23389.58,1.052437934,36200,0,0,1
FI19,FI,2018,4.68654202,51618.16,3.364134566,1380365,7.4,-1.9,12333.33,4.953354872,24285.28,3.757978144,37400,0,0,1
FI1B,FI,2012,11.0163337,75693.19,1.012184051,1549058,6.3,0.5,16800.52,6.045098155,37824.83,4.083402373,48600,1,0,0
FI1B,FI,2013,11.0163337,78508.63,3.652035902,1566835,6.7,0.4,18491.01,9.587482972,38610.35,2.055460996,49800,1,0,0
FI1B,FI,2014,11.0163337,79134.89,0.79453097,1585473,7.3,0.6,17146.97,-7.546318641,38427.75,-0.474052039,49600,1,0,0
FI1B,FI,2015,11.0163337,82485.45,4.14680494,1603388,8,0.7,18044.05,5.099450893,39690.25,3.232571074,51200,1,0,1
FI1B,FI,2016,11.0163337,84961.77,2.957947646,1620261,7.4,-0.6,20683.24,13.65077199,40987.56,3.216304044,52100,1,0,1
FI1B,FI,2017,11.0163337,88375.6,3.939452283,1638293,7.7,0.3,21949.34,5.941336025,41191.68,0.496768818,53700,1,0,1
FI1B,FI,2018,11.0163337,91626.81,3.6128001,1655624,6.9,-0.8,23117.28,5.184331909,43142.43,4.627067339,55100,1,0,1
FI1D,FI,2012,2.342872285,39498.57,1.770402573,1299557,9.5,0.1,9762.65,-2.467300057,19726.86,3.905542935,30400,0,0,0
FI1D,FI,2013,2.342872285,40091.31,1.489513388,1300222,9.9,0.4,9155.05,-6.425824036,19743.76,0.085633319,30800,0,0,0
FI1D,FI,2014,2.342872285,40811.05,1.779327548,1300846,10,0.1,9572.34,4.457205007,20007.58,1.327370969,31400,0,0,0
FI1D,FI,2015,2.342872285,40830.94,0.048724928,1300462,10.4,0.4,9170.71,-4.286298002,19877.29,-0.653332772,31400,0,0,1
FI1D,FI,2016,2.342872285,42499.28,4.004700726,1298457,10.2,-0.2,9538.87,3.936032015,20097.8,1.103248231,32800,0,0,1
FI1D,FI,2017,2.342872285,44172.46,3.861438336,1296023,9.6,-0.6,10399.32,8.636538959,20206.3,0.538408063,34200,0,0,1
FI1D,FI,2018,2.342872285,45396.31,2.732930624,1290651,8.1,-1.5,10768.84,3.491635938,20884.79,3.302670586,35300,0,0,1
FR10,FR,2012,7.755515891,630570.93,2.424915972,11898502,8.1,-0.1,142594.79,3.625949844,328358.25,2.703868489,52800,1,0,0
FR10,FR,2013,7.755515891,644647.24,2.207760536,11959807,9,0.9,141985.02,-0.428541247,330713.44,0.714702228,53700,1,0,0
FR10,FR,2014,7.755515891,653936.16,1.430647956,12027565,9.7,0.7,143068.3,0.760057953,336254.6,1.661635089,54200,1,0,0
FR10,FR,2015,7.755515891,671538.9,2.656221228,12082144,9.6,-0.1,145967.6,2.006254066,341941.86,1.677211149,55400,1,0,1
FR10,FR,2016,7.755515891,685817.13,2.103907355,12117132,9.2,-0.4,152081.49,4.103181633,357388.53,4.418278671,56300,1,0,1
FR10,FR,2017,7.755515891,705305.15,2.80195282,12174880,8.7,-0.5,162368.65,6.545287161,369778.01,3.407934329,57700,1,0,1
FR10,FR,2018,7.755515891,729751.49,3.407350548,12213447,8.8,0.1,170120.7,4.66388179,382121.18,3.283493082,59400,1,0,1
FRB0,FR,2012,2.477102648,68596.24,0.796413445,2563586,10.8,2.5,15617.75,1.094731565,35701.92,1.451498391,26700,0,0,0
FRB0,FR,2013,2.477102648,69085.38,0.710540823,2570548,10.6,-0.2,15411.65,-1.328437101,36305.62,1.676808137,26800,0,0,0
FRB0,FR,2014,2.477102648,69468.22,0.552625084,2577435,9.5,-1.1,15298.34,-0.737939115,36684.57,1.038368046,26900,0,0,0
FRB0,FR,2015,2.477102648,70774.52,1.862966711,2578592,10.7,1.2,15286.32,-0.078601499,36994.63,0.841653629,27400,0,0,1
FRB0,FR,2016,2.477102648,71048.6,0.3865101,2577866,9.9,-0.8,15509.16,1.447250632,36951.75,-0.11597594,27500,0,0,1
FRB0,FR,2017,2.477102648,72748.41,2.364290023,2576252,8.5,-1.4,16418.34,5.696818558,37641.87,1.85039871,28200,0,0,1
FRB0,FR,2018,2.477102648,74330.35,2.151229731,2572853,8.4,-0.1,17110.19,4.127518977,38131.81,1.293184725,28800,0,0,1
FRC1,FR,2012,2.789476973,43557.69,0.147706391,1641130,8.8,0,9837.83,-0.198018258,22738.39,1.536120483,26500,0,0,0
FRC1,FR,2013,2.789476973,43859.9,0.691419665,1642687,10.6,1.8,9831.85,-0.060804245,23008.13,1.179294627,26700,0,0,0
FRC1,FR,2014,2.789476973,44637.54,1.757474602,1642551,10.7,0.1,9799.08,-0.333861212,23204.65,0.850505789,27200,0,0,0
FRC1,FR,2015,2.789476973,44896.2,0.577794962,1641205,8.8,-1.9,9614.22,-1.904525121,23293.48,0.382080346,27400,0,0,1
FRC1,FR,2016,2.789476973,44373.99,-1.169967168,1637941,9.6,0.8,9606.64,-0.078872646,23027.11,-1.150127562,27100,0,0,1
FRC1,FR,2017,2.789476973,46212.42,4.059510615,1632887,10.7,1.1,10279.17,6.766499142,23581.71,2.37991941,28300,0,0,1
FRC1,FR,2018,2.789476973,47423.46,2.586844984,1628737,8.9,-1.8,10759.52,4.567142661,23868.72,1.209740355,29000,0,0,1
FRC2,FR,2012,1.53669037,28305.43,-3.61816454,1175684,9,1.1,6596.59,-4.000262971,15689.39,0.715006084,24000,0,0,0
FRC2,FR,2013,1.53669037,28309.35,0.013847974,1177096,9.5,0.5,6477.93,-1.815183396,15823.27,0.849695364,24000,0,0,0
FRC2,FR,2014,1.53669037,28838.78,1.852887039,1178072,9.9,0.4,6550.77,1.11815851,15963.45,0.882009272,24400,0,0,0
FRC2,FR,2015,1.53669037,29500.96,2.270179603,1179735,9.3,-0.6,6540.62,-0.155063779,16107.54,0.898575127,25000,0,0,1
FRC2,FR,2016,1.53669037,30081.64,1.949221368,1180397,8.1,-1.2,6737.9,2.971634148,15932.45,-1.092957538,25500,0,0,1
FRC2,FR,2017,1.53669037,30638.41,1.83394317,1178536,6.9,-1.2,7103.26,5.280552992,16306.84,2.322674173,25900,0,0,1
FRC2,FR,2018,1.53669037,30897.9,0.843376985,1179070,7.2,0.3,7349.35,3.405804034,16490.89,1.122345553,26100,0,0,1
FRD1,FR,2012,3.536153896,37723.57,-0.624076293,1477209,8.8,-0.4,8774.76,-2.499287452,19757.4,1.577564067,25500,0,0,0
FRD1,FR,2013,3.536153896,38151.05,1.126818225,1478712,9.1,0.3,8761.76,-0.148262054,20103.71,1.737627043,25800,0,0,0
FRD1,FR,2014,3.536153896,38154.22,0.008308731,1479378,8.2,-0.9,8519.94,-2.798749945,20311.35,1.027546796,25800,0,0,0
FRD1,FR,2015,3.536153896,38827.49,1.749213331,1479484,8.2,0,8454.38,-0.772464829,20474.45,0.799792425,26200,0,0,1
FRD1,FR,2016,3.536153896,39135.45,0.790020494,1477349,8.6,0.4,8627.96,2.032344218,20564.01,0.436469313,26500,0,0,1
FRD1,FR,2017,3.536153896,39089.29,-0.118018942,1474257,8.1,-0.5,8534.16,-1.093115932,21051.18,2.341415508,26500,0,0,1
FRD1,FR,2018,3.536153896,40083.26,2.511027437,1471632,8,-0.1,8927.85,4.50986713,21451.32,1.882956638,27200,0,0,1
FRD2,FR,2012,0.403080053,52464.75,1.407154232,1845547,10.9,2,11732.84,1.746716739,27234.01,0.979481682,28400,0,0,0
FRD2,FR,2013,0.403080053,52897.49,0.821437421,1849652,11.6,0.7,11618.73,-0.977329647,27651.65,1.52188408,28500,0,0,0
FRD2,FR,2014,0.403080053,53141.89,0.46096164,1856267,12,0.4,11554.6,-0.553482505,27863.75,0.764116018,28600,0,0,0
FRD2,FR,2015,0.403080053,53234.01,0.173197168,1859647,10.6,-1.4,11593.55,0.336528291,28044.15,0.64534932,28600,0,0,1
FRD2,FR,2016,0.403080053,53557.5,0.60583653,1858580,11.5,0.9,11582.03,-0.099414996,27644.02,-1.437062435,28800,0,0,1
FRD2,FR,2017,0.403080053,54330.35,1.432715955,1856221,11.3,-0.2,12153.85,4.819123299,28011.22,1.319571448,29200,0,0,1
FRD2,FR,2018,0.403080053,54670.35,0.623851228,1855845,9.3,-2,12420.18,2.167657713,28516.95,1.789350313,29400,0,0,1
FRE1,FR,2012,5.869057368,103916.64,-0.051672306,4050756,13.1,0.8,22693.37,-0.12718093,57734.35,1.315918347,25600,1,0,0
FRE1,FR,2013,5.869057368,105445.24,1.460272675,4060741,14.7,1.6,22708.2,0.06532814,58477,1.278119753,25900,1,0,0
FRE1,FR,2014,5.869057368,106899.84,1.370055527,4076061,13.8,-0.9,22564.05,-0.636816094,59266.72,1.341441976,26200,1,0,0
FRE1,FR,2015,5.869057368,109004.34,1.949537665,4077886,13.8,0,22670.41,0.470261814,59823.85,0.935647658,26700,1,0,1
FRE1,FR,2016,5.869057368,110410.03,1.281328322,4074448,13.3,-0.5,23263.31,2.581689142,60186.17,0.603818083,27000,1,0,1
FRE1,FR,2017,5.869057368,113633.27,2.877535196,4072379,12.9,-0.4,24643.19,5.762315322,61943.04,2.877266139,27800,1,0,1
FRE1,FR,2018,5.869057368,116345.36,2.358667615,4072977,12.2,-0.7,25772.9,4.482295772,63392.2,2.312557239,28500,1,0,1
FRE2,FR,2012,1.376011723,46978.61,1.186182357,1922342,10.6,1.6,10703.5,1.579560565,24171.7,0.636523853,24400,0,0,0
FRE2,FR,2013,1.376011723,47089.44,0.235638033,1927142,11.5,0.9,10567.28,-1.280835609,24413.57,0.995659788,24400,0,0,0
FRE2,FR,2014,1.376011723,47018.43,-0.150911956,1930095,11.6,0.1,10351.06,-2.067350477,24717.31,1.236468265,24300,0,0,0
FRE2,FR,2015,1.376011723,48434.69,2.967664002,1932090,10.8,-0.8,10390.58,0.381069653,24912.14,0.785142696,25000,0,0,1
FRE2,FR,2016,1.376011723,47758.9,-1.405085553,1932422,11.5,0.7,10351.97,-0.37227867,24450.62,-1.869966138,24700,0,0,1
FRE2,FR,2017,1.376011723,49594.65,3.771752802,1931436,10,-1.5,11086.71,6.857025392,24956.92,2.049556498,25600,0,0,1
FRE2,FR,2018,1.376011723,49993.57,0.801143215,1931131,9.2,-0.8,11377.4,2.588183791,25276.71,1.273227995,25800,0,0,1
FRF1,FR,2012,8.346415026,54600.11,-0.028420812,1859869,8.5,1.1,12113.78,-0.51822845,29855.65,1.171777202,29300,1,0,0
FRF1,FR,2013,8.346415026,55522.06,1.674452186,1868183,9.7,1.2,12094.12,-0.162426351,30338.61,1.60470571,29700,1,0,0
FRF1,FR,2014,8.346415026,56386.25,1.54449152,1872949,10.1,0.4,12214.62,0.991421086,30692.52,1.159781793,30000,1,0,0
FRF1,FR,2015,8.346415026,57258.27,1.53467517,1879265,9.1,-1,12143.67,-0.582554856,30949.53,0.833883653,30400,1,0,1
FRF1,FR,2016,8.346415026,58447.25,2.05525519,1884150,10.9,1.8,12603.64,3.717761475,30851.37,-0.317665544,30900,1,0,1
FRF1,FR,2017,8.346415026,60084.46,2.7626601,1889589,9,-1.9,13389.26,6.046723193,31841.31,3.158334555,31600,1,0,1
FRF1,FR,2018,8.346415026,62096.53,3.293887071,1898533,8,-1,14085.2,5.067170768,32636.71,2.46732251,32500,1,0,1
FRF2,FR,2012,1.576228221,36746.91,-2.346387355,1339270,10.7,0.4,8524.92,-2.298333313,18628.65,2.224175031,27400,0,0,0
FRF2,FR,2013,1.576228221,37037.11,0.786624248,1339008,10.5,-0.2,8581.26,0.65871169,18628.39,-0.001395709,27600,0,0,0
FRF2,FR,2014,1.576228221,36965.86,-0.192559899,1339299,11.4,0.9,8283.1,-3.53634614,18857.3,1.22133457,27600,0,0,0
FRF2,FR,2015,1.576228221,37242.54,0.745687232,1338255,13,1.6,8080.62,-2.47486922,18882.44,0.133228283,27900,0,0,1
FRF2,FR,2016,1.576228221,36730.19,-1.385262361,1333248,11.3,-1.7,8028.67,-0.644971691,18616.33,-1.419323713,27500,0,0,1
FRF2,FR,2017,1.576228221,38113.93,3.698079941,1328134,9.6,-1.7,8562.33,6.435346403,18945.13,1.750775389,28700,0,0,1
FRF2,FR,2018,1.576228221,39153.95,2.692147924,1323396,8.8,-0.8,8962.96,4.57281802,19268.39,1.691902296,29500,0,0,1
FRF3,FR,2012,0.114101001,55830.09,-0.60799829,2349816,11.7,1.6,12605.44,-1.053497736,30246.79,0.762983991,23800,0,0,0
FRF3,FR,2013,0.114101001,56303.28,0.843982142,2345197,12.2,0.5,12454.29,-1.206332494,30491.78,0.806707595,24000,0,0,0
FRF3,FR,2014,0.114101001,57131.34,1.460003497,2342397,11.8,-0.4,12506.12,0.415298262,30611.07,0.390456915,24400,0,0,0
FRF3,FR,2015,0.114101001,57778.35,1.12613103,2341531,12.2,0.4,12429.18,-0.617119058,30682.97,0.234606931,24700,0,0,1
FRF3,FR,2016,0.114101001,57630.31,-0.256549346,2337788,11.7,-0.5,12551.49,0.979244971,30432.98,-0.818088876,24600,0,0,1
FRF3,FR,2017,0.114101001,59071.27,2.469603643,2331863,11,-0.7,13277.3,5.621642649,31100.27,2.168961203,25300,0,0,1
FRF3,FR,2018,0.114101001,59505.02,0.731599774,2328460,9.8,-1.2,13605.25,2.439993754,31409.58,0.98964411,25500,0,0,1
FRG0,FR,2012,1.577731073,102205.06,1.301381032,3632614,8.4,-0.1,22872.17,1.14768557,54497.5,2.657695026,28000,0,0,0
FRG0,FR,2013,1.577731073,103924.67,1.668512246,3660852,8.8,0.4,22954.24,0.358178124,56255.92,3.175645093,28300,0,0,0
FRG0,FR,2014,1.577731073,105990.04,1.967881767,3690833,8.6,-0.2,23152.7,0.86087355,56687.11,0.763556804,28600,0,0,0
FRG0,FR,2015,1.577731073,108926.39,2.732720556,3718512,9.1,0.5,23367.62,0.9239899,57554.46,1.518478196,29200,0,0,1
FRG0,FR,2016,1.577731073,110973.13,1.861576694,3737632,8.9,-0.2,24145.04,3.272767258,58179.21,1.079644443,29500,0,0,1
FRG0,FR,2017,1.577731073,114314.14,2.966217275,3757600,7.1,-1.8,25719,6.315104238,59890.26,2.898581313,30200,0,0,1
FRG0,FR,2018,1.577731073,117477.67,2.729800028,3781423,7.8,0.7,26961.91,4.719511087,61839.97,3.20360316,30900,0,0,1
FRH0,FR,2012,5.261461328,85511.01,1.503355931,3237097,8,0.9,19514.77,1.620612891,44758.64,1.736194591,26300,0,0,0
FRH0,FR,2013,5.261461328,86906.87,1.619194595,3258707,8,0,19488.59,-0.134244865,45692.68,2.065361131,26600,0,0,0
FRH0,FR,2014,5.261461328,88969.62,2.345787761,3276543,7.4,-0.6,19721,1.185489172,46619.15,2.007329091,27100,0,0,0
FRH0,FR,2015,5.261461328,91363.32,2.654912186,3293850,7.8,0.4,19780.19,0.299687398,47417.19,1.697342026,27700,0,0,1
FRH0,FR,2016,5.261461328,93364.07,2.166249671,3306529,8.6,0.8,20497.09,3.560199304,47605.2,0.395717778,28100,0,0,1
FRH0,FR,2017,5.261461328,96792.73,3.606530644,3318904,7.3,-1.3,21991.58,7.037672798,49186.39,3.267496025,29000,0,0,1
FRH0,FR,2018,5.261461328,98823.72,2.076576875,3335414,6.8,-0.5,22872.62,3.928090921,50567.85,2.769903965,29400,0,0,1
FRI1,FR,2012,2.226858318,93298.94,1.325904622,3285970,9.4,0.4,20845.43,1.685230259,47191.52,2.527742779,28200,0,0,0
FRI1,FR,2013,2.226858318,93520.56,0.237255858,3316889,8.9,-0.5,20579.85,-1.282229782,48424.78,2.579745074,28100,0,0,0
FRI1,FR,2014,2.226858318,95495.68,2.089970569,3343326,9.1,0.2,20799.69,1.0625641,49207.08,1.602584941,28400,0,0,0
FRI1,FR,2015,2.226858318,97953.01,2.540686302,3370578,9.7,0.6,20925.34,0.6022782,49979.56,1.557660626,28900,0,0,1
FRI1,FR,2016,2.226858318,100237.9,2.305848677,3393297,10,0.3,21750.72,3.868599568,50927.88,1.879639242,29400,0,0,1
FRI1,FR,2017,2.226858318,102688.84,2.415708436,3414585,10.1,0.1,22857.3,4.962368072,52707.74,3.435179956,29900,0,0,1
FRI1,FR,2018,2.226858318,106444.64,3.592159278,3437398,9.3,-0.8,24152.81,5.513018828,54368.8,3.102814609,30700,0,0,1
FRI2,FR,2012,0.87919532,17348.64,0.469899856,738633,6.7,-0.8,3882.57,0.751288422,9495.21,0.927383957,23500,0,0,0
FRI2,FR,2013,0.87919532,17738.28,2.2210899,737509,6.9,0.2,3928.47,1.17527316,9623.65,1.343614967,24000,0,0,0
FRI2,FR,2014,0.87919532,18008.69,1.512940302,738120,9.3,2.4,3935.06,0.167609243,9700.15,0.791773871,24400,0,0,0
FRI2,FR,2015,0.87919532,18306.71,1.641324013,738031,8.9,-0.4,3923.03,-0.306181512,9743.73,0.448265192,24800,0,0,1
FRI2,FR,2016,0.87919532,18142.41,-0.901536788,736015,7.1,-1.8,3934.38,0.288899469,9662.83,-0.833743524,24600,0,0,1
FRI2,FR,2017,0.87919532,18608.75,2.537960878,734528,6.3,-0.8,4138.51,5.058251058,9890.55,2.329318984,25300,0,0,1
FRI2,FR,2018,0.87919532,18969.08,1.917838493,731285,7,0.7,4310.45,4.070648734,10027.48,1.374956833,25900,0,0,1
FRI3,FR,2012,2.232643057,46185.87,2.439649984,1783991,8.3,0.2,10534.82,3.18120846,23209.5,1.97077827,25800,0,0,0
FRI3,FR,2013,2.232643057,46599.37,0.891311457,1789779,9.9,1.6,10400.67,-1.281573406,23719.11,2.171937473,26000,0,0,0
FRI3,FR,2014,2.232643057,47539.11,1.996571895,1797698,10.9,1,10486.7,0.823756045,23987.89,1.126806732,26400,0,0,0
FRI3,FR,2015,2.232643057,48081.24,1.133933956,1802873,9.8,-1.1,10366,-1.157656783,24057.92,0.29151366,26600,0,0,1
FRI3,FR,2016,2.232643057,48384.43,0.628598751,1806291,9,-0.8,10566.1,1.911954325,24248.79,0.790246296,26700,0,0,1
FRI3,FR,2017,2.232643057,49744.93,2.773048111,1807865,9.1,0.1,11128.61,5.186850678,24818.37,2.321738554,27400,0,0,1
FRI3,FR,2018,2.232643057,51188.94,2.861494422,1811095,8.7,-0.4,11683.54,4.866174387,25393.77,2.291976357,28100,0,0,1
FRJ1,FR,2012,3.001535132,66269.37,0.779908139,2700266,15,3.1,14826.58,1.080576233,33130.58,2.247208068,24400,0,0,0
FRJ1,FR,2013,3.001535132,66456.8,0.282431301,2729721,12.9,-2.1,14689.43,-0.929332841,33829.23,2.086849872,24200,0,0,0
